"","X","n_obs","m","C_obs","N_scr","N_scr_se","sigma_scr","sigma_scr_se","lambda0_scr","scr_ran","runtime_scr","N","N_se","sigma","sigma_se","lambda0","beta","r","runtime","ess_N","ess_sigma","N_better","sigma_better","N_true","mu0_true","sigma_true","lambda0_true","lambda0_better"
"147",3,117,39,24,49.1641840209357,4.52177803582308,0.162450117960035,0.0136037703724556,0.0658875632608465,1,0.187050370375315,50.5092,4.91735574419891,0.163086049813194,0.0135939988649899,0.0634415383100957,8.08278711215092,0.806604588405466,14.916030160586,1185.63965506262,422.482067702888,1,0,50,0.00776381550123915,0.141457417882048,0.0617509843961582,1
"148",4,93,34,24,48.1200942817439,5.6228249975133,0.133312016335423,0.0120972400607483,0.0760297333100898,1,0.141280682881673,48.872,5.79256743896987,0.134036453501038,0.0125401923020673,0.0760187794199987,6.63284358240826,0.791772387373792,12.8103990157445,859.354868348455,354.599479510113,1,1,50,0.00621073257760145,0.141745817977935,0.0491974340758015,1
"149",5,117,35,24,47.6888463354432,4.96619371203613,0.135543951660758,0.0111528008205771,0.0824522489080946,1,0.179568187395732,48.452,5.02412108901516,0.137789186066802,0.0122254837346261,0.0807501782443564,8.36971372733494,0.82066289439888,14.2710350751877,1275.16753160212,385.173232420437,1,1,50,0.00842118297936395,0.140698406375013,0.0677040858913118,1
"150",6,97,35,24,49.8176311042374,5.96319736401568,0.151206895380018,0.0159240827088735,0.0532612320064567,1,0.159780486424764,49.538,5.83778964293559,0.159701438404065,0.0186590104263922,0.050923521058612,7.56542884254646,0.820361711804451,13.2112739801407,712.754071008551,306.851659342984,0,0,50,0.00621546201757155,0.149372113700956,0.0443357944922259,1
"151",7,93,37,25,52.0530481604924,6.0441436372475,0.159417574926671,0.0164691439237069,0.048218810681904,1,0.157134628295898,52.4308,6.04058000548963,0.165854141808559,0.017982036100455,0.0462058213913913,6.70643745786378,0.84379201095954,13.7200985948245,831.392355474316,260.242705989698,0,0,50,0.00667781079886481,0.152376069235615,0.045774194380332,1
"152",8,107,38,24,56.2925898860258,6.37964191059657,0.126635481413536,0.0108104626135868,0.0760789948172355,1,0.145755704243978,56.894,6.48052180500506,0.130214202334135,0.0111759381772432,0.0735379166377975,6.56929124003431,0.833181681646072,15.669803237915,1267.18157059755,385.111635411192,0,1,50,0.00803493105922826,0.135403290409595,0.0697499418830054,1
"153",1,62,30,21,44.3475139755269,6.77619344623132,0.203782335508187,0.0335225134163944,0.0243552057699208,1,0.0909798542658488,46.7876,7.65450996793,0.202923734835511,0.0355556594228706,0.0251462113348282,6.52502007369542,0.661848729960273,8.55253572463989,714.00319700054,235.960551426689,1,1,50,0.00564431285019964,0.146516991835088,0.041846122515463,1
"154",2,85,35,24,57.3995760149719,7.64451355800367,0.118878133911786,0.011584853972868,0.0676604758957024,1,0.0802923083305359,56.9696,7.83282944579101,0.126067158712629,0.0134143772734992,0.0642416656044963,6.18007292133154,0.739005431015925,10.8195866823196,940.101786455205,398.149387993366,1,1,50,0.00835075616836548,0.158536612065509,0.0528794328478284,1
"155",3,96,34,25,54.2224893517354,6.73166263140282,0.106818575442139,0.00874804287332,0.0994158663042626,1,0.0889647444089254,54.4744,6.67184757469953,0.10998622338351,0.00919565858839561,0.0967578187891421,6.62711369655048,0.86654014679934,11.1390646855036,1363.51874221023,399.257246257343,0,1,50,0.00664894930552691,0.124576782798395,0.0681865836178286,1
"156",4,57,29,20,50.9644715396417,8.82004015309762,0.139643346734495,0.0188197144469435,0.0383574946333144,1,0.0561789552370707,51.1764,8.99440063245433,0.151629837981329,0.0239044541297327,0.0358923676467952,5.96937251528131,0.774346519256428,8.55050852696101,842.388657021793,238.60831512063,0,0,50,0.00601863595773466,0.133623144747689,0.0536481598674164,0
"157",5,57,23,23,33.385104472747,5.32893818064451,0.1463403089513,0.0194327937222857,0.0547388538213201,1,0.0740974307060242,34.6208,5.42925391552391,0.147761460785036,0.0194295052647446,0.0546299051352925,6.97880177085832,0.788475149136481,7.05250322818756,913.468907826418,284.277447342886,1,0,50,0.00684142282349057,0.133121834644116,0.0614423722520853,0
"158",6,115,36,25,46.5772701992058,4.6679724586134,0.16335486785686,0.0157034423946242,0.0590558188973789,1,0.118787793318431,47.4776,4.65606806521674,0.165540737886024,0.0154830515535821,0.0570979403924948,5.68152297912099,0.790400620151497,11.8571728587151,1371.48902969637,418.965494709836,1,0,50,0.00891151779331267,0.163893376621418,0.0528018336341248,1
"159",7,77,33,24,53.0688671362788,7.50797353033614,0.129614530641662,0.0140959632750659,0.056712405336608,1,0.0807286381721497,53.9108,7.47253496957683,0.133569288480022,0.0143846162430784,0.054715859819936,6.40138643186806,0.471173571611739,10.0671815911929,1115.24645578138,430.377594849633,0,0,50,0.00599241946125403,0.121595930973999,0.0645036444748917,0
