,n_obs,m,C_obs,N_scr,N_scr_se,sigma_scr,sigma_scr_se,lambda0_scr,scr_ran,runtime_scr,N,N_se,sigma,sigma_se,lambda0,beta,r,runtime,ess_N,ess_sigma,N_better,sigma_better,beta_true,sigma_true,mu0_true,r_true,N_true,lambda0_true,lambda0_better
196,72,26,18,68.28906608,11.44125895,0.039379241,0.002991129,0.412954964,1,0.083959905,85.6532,24.18706546,0.063360293,0.017579665,0.111613175,0.256417788,0.516349063,11.7665149,193.0461834,69.79552954,0,1,0.2,0.18,0.005,0.25,50,0.024560948,1
197,74,29,20,56.20959755,8.441376495,0.083744425,0.007786643,0.114364824,1,0.084795562,64.8532,14.78950782,0.134811811,0.027502069,0.032315372,0.810707084,0.244683647,10.41618523,310.9729786,131.0868716,0,1,0.4,0.18,0.005,0.25,50,0.024560948,1
198,73,32,21,52.06828597,7.954126961,0.139596213,0.018016834,0.045715265,1,0.08708965,54.856,8.563258478,0.177082834,0.032792198,0.027157225,1.053996208,0.31381935,9.82784723,1014.012616,163.587387,0,1,0.6,0.18,0.005,0.25,50,0.024560948,1
199,74,30,19,63.26414757,9.506194977,0.072642966,0.006278831,0.13523762,1,0.07636867,73.2884,17.49744237,0.129325949,0.031295851,0.030609107,1.053171582,0.219146697,11.21873336,269.8250666,103.5739374,0,1,0.8,0.18,0.005,0.25,50,0.024560948,1
200,77,30,21,52.78670633,7.673774733,0.095636973,0.009379704,0.102583684,1,0.085616231,57.4092,9.301374177,0.127784304,0.021912254,0.046088714,0.532438658,0.377449343,10.24290816,896.848799,172.7075404,0,1,1,0.18,0.005,0.25,50,0.024560948,1
201,422,39,20,82.1575696,9.757634838,0.038705342,0.001274145,1.820243563,1,0.22469449,90.5244,14.91012842,0.059693847,0.01373523,0.230595356,0.398358122,0.341048693,34.23521003,114.2240405,26.08276211,0,1,0.2,0.12,0.01,0.25,50,0.110524266,1
202,383,39,22,72.99559987,8.183669672,0.049087884,0.001348628,1.215817606,1,0.206724024,62.0544,11.3752714,0.125908715,0.027431211,0.079056267,0.169102863,0.224903431,28.66050295,79.76446753,37.29652837,1,1,0.4,0.12,0.01,0.25,50,0.110524266,1
203,442,43,21,81.26676218,8.707002513,0.047631444,0.001291738,1.353442857,1,0.288419306,75.3304,12.07945368,0.099120365,0.016669281,0.109163325,0.575818951,0.236345552,35.09821134,122.3507438,46.93358944,1,1,0.6,0.12,0.01,0.25,50,0.110524266,1
204,312,31,23,45.04754551,4.745679565,0.077844614,0.002652017,0.534158159,1,0.284842849,40.4776,4.550976026,0.125574105,0.014297743,0.135953485,0.880368307,0.274175151,20.62227519,355.9237272,139.9309204,0,1,0.8,0.12,0.01,0.25,50,0.110524266,1
205,335,38,25,57.54421444,5.690341568,0.071531383,0.002304412,0.651787539,1,0.292607538,53.6812,5.643430329,0.113325431,0.011448202,0.137282578,0.989726115,0.275001134,25.8943077,659.0552273,151.7213023,1,1,1,0.12,0.01,0.25,50,0.110524266,1
206,249,43,24,67.64595609,6.572543825,0.07685362,0.003005553,0.354700398,1,0.292116876,55.7852,4.751262017,0.163178449,0.027446941,0.066401073,0.146600964,0.311227549,22.55387026,610.4573293,62.45087364,1,1,0.2,0.18,0.01,0.25,50,0.049121896,1
207,204,42,23,72.35724114,7.61002528,0.07117821,0.003112555,0.308298963,1,0.225038191,57.7692,5.731201447,0.157113223,0.026265976,0.060535654,0.307823764,0.295593167,20.04600236,436.3359982,86.58071815,1,1,0.4,0.18,0.01,0.25,50,0.049121896,1
208,189,45,24,70.9783035,7.002024158,0.0913663,0.004924021,0.172702506,1,0.195378772,62.3792,5.8244465,0.168868761,0.023813117,0.048080983,0.438357667,0.277367996,20.0070226,647.2268726,128.3706513,1,1,0.6,0.18,0.01,0.25,50,0.049121896,1
209,172,39,25,52.9711234,4.92984833,0.120600571,0.007591174,0.119561805,1,0.204710762,49.3864,4.138785674,0.203670394,0.032128307,0.041078261,0.636162426,0.248318547,16.89798205,1337.714237,118.3225273,1,1,0.8,0.18,0.01,0.25,50,0.049121896,1
210,155,43,25,70.01705927,7.408105176,0.091841203,0.005700408,0.150113996,1,0.165137521,64.7136,7.824018222,0.152963078,0.021493037,0.048897432,0.886064906,0.25920373,17.83792966,736.07104,160.7423089,1,1,1,0.18,0.01,0.25,50,0.049121896,1
211,58,23,23,41.88506649,6.888960198,0.09256898,0.009507048,0.102188066,1,0.068041996,46.0784,8.28703345,0.112559066,0.049887495,0.069095405,0.469681968,0.511592199,7.958298918,936.2299959,28.96333298,1,1,0.2,0.12,0.005,0.5,50,0.055262133,1
212,74,29,24,58.63760939,8.837535479,0.080866848,0.00718281,0.1124296,1,0.098386848,54.7964,9.023719746,0.139421205,0.049925998,0.050184534,0.035004541,0.646974981,9.484654061,300.3658907,41.17188851,1,1,0.4,0.12,0.005,0.5,50,0.055262133,1
213,84,31,23,53.93195424,7.417434092,0.092335341,0.007972656,0.117921082,1,0.080195097,54.3808,7.900984849,0.105566493,0.015739948,0.088678091,0.713824902,0.601140987,10.42447378,757.074653,194.0156728,0,1,0.6,0.12,0.005,0.5,50,0.055262133,1
214,61,20,21,30.28874409,4.729049637,0.114160447,0.012164658,0.096001357,1,0.073575211,31.7732,5.120102337,0.127707855,0.017834223,0.069703627,0.609654594,0.552906447,6.67689273,1581.955957,317.3824208,1,0,0.8,0.12,0.005,0.5,50,0.055262133,1
215,52,26,20,60.87206083,11.21112996,0.075573512,0.008963908,0.094265957,1,0.050270879,61.2892,11.56815855,0.117320682,0.032125223,0.042901434,0.162642468,0.685226141,8.851714238,857.936016,72.49452527,0,1,1,0.12,0.005,0.5,50,0.055262133,1
216,93,32,25,47.80542178,5.899593693,0.12457997,0.011363794,0.077643588,1,0.12856613,49.6012,6.954185994,0.217993615,0.093276368,0.030863004,0.011935677,0.610389875,10.21582288,216.8991981,33.01163781,1,1,0.2,0.18,0.005,0.5,50,0.024560948,1
217,46,29,19,59.93218985,13.99096002,0.178263944,0.036885499,0.016762014,1,0.071458439,83.4972,33.43730272,0.312125,0.153036736,0.007467589,0.025970074,0.705500618,10.09328952,43.86807832,35.44626331,0,0,0.4,0.18,0.005,0.5,50,0.024560948,0
218,67,32,25,51.00872941,7.493082568,0.146101801,0.017083553,0.043001273,1,0.105315729,60.2144,9.551844206,0.171778041,0.037238067,0.025459458,0.009259564,0.821420015,9.802160474,944.2140015,125.4253909,0,1,0.6,0.18,0.005,0.5,50,0.024560948,1
219,75,28,25,44.25101973,6.56418731,0.12712016,0.015015544,0.062475042,1,0.088777312,43.6824,6.106229987,0.203612939,0.050799977,0.026858976,0.274085213,0.428623927,8.794508262,1380.633392,102.0603392,0,1,0.8,0.18,0.005,0.5,50,0.024560948,1
220,61,29,19,45.90027191,7.375161167,0.153191549,0.020634104,0.039062508,1,0.089743324,52.756,9.489556611,0.218217719,0.068500291,0.018308966,0.010873161,0.816814686,8.762710094,386.713135,95.44918124,1,0,1,0.18,0.005,0.5,50,0.024560948,1
221,196,33,24,45.31490103,4.529317149,0.099614275,0.005355389,0.228950171,1,0.267479368,43.8688,4.469135915,0.131777657,0.020176452,0.112260544,0.18673215,0.495252247,15.47817635,416.4300678,111.7092858,0,1,0.2,0.12,0.01,0.5,50,0.110524266,1
222,125,32,24,46.41941403,5.219625086,0.09235712,0.005939659,0.239477622,1,0.123777179,48.208,5.65783885,0.109969877,0.012091499,0.120894098,0.687543202,0.474079805,11.99227359,957.7880541,278.6413286,1,1,0.4,0.12,0.01,0.5,50,0.110524266,1
223,151,37,25,55.24521625,5.876584711,0.096605517,0.006102287,0.176321453,1,0.211459239,55.3056,6.019726197,0.111340897,0.012209584,0.11802206,0.55648424,0.574957099,14.65043831,1007.459726,232.7391167,0,1,0.6,0.12,0.01,0.5,50,0.110524266,1
224,110,34,25,56.25991664,6.885085199,0.092027794,0.006781422,0.140719784,1,0.124637993,52.6052,6.375389494,0.118501154,0.014353473,0.088645128,0.626910748,0.526900875,11.68351312,947.8559067,264.2130407,1,1,0.8,0.12,0.01,0.5,50,0.110524266,1
225,123,34,24,46.34754382,4.697351873,0.116876874,0.00800884,0.130767939,1,0.118226202,48.8464,5.222271143,0.123870281,0.012333567,0.097854818,0.899229603,0.508521525,12.20805544,1351.654102,326.0485628,1,0,1,0.12,0.01,0.5,50,0.110524266,1
226,155,41,25,59.76911862,5.952138786,0.103034941,0.006422068,0.154072152,1,0.168028561,62.3692,6.966627945,0.107295663,0.016208737,0.130616964,0.217329893,0.766801089,16.00761146,484.6645754,113.7292533,0,1,0.2,0.18,0.01,0.5,50,0.049121896,1
227,157,40,25,46.70691782,3.417822805,0.173879047,0.013554138,0.075872826,1,0.182231963,49.6788,3.979191393,0.203263044,0.026882479,0.043550182,0.549966727,0.48452196,14.8185914,1726.188578,208.2225836,1,0,0.4,0.18,0.01,0.5,50,0.049121896,1
228,135,37,24,50.16649853,5.070024676,0.128080539,0.009978275,0.099439545,1,0.159459019,50.9668,5.1844044,0.134177659,0.015349942,0.089110153,0.761914205,0.760311874,13.41987132,1015.307136,277.6180644,0,1,0.6,0.18,0.01,0.5,50,0.049121896,1
229,152,42,25,52.7309415,4.477208873,0.148565908,0.011168693,0.086080364,1,0.156247449,54.182,4.571787013,0.160785162,0.018016775,0.067238611,0.797579767,0.645240532,15.47791571,1549.000075,270.4164067,0,1,0.8,0.18,0.01,0.5,50,0.049121896,1
230,106,40,25,64.24580382,7.809630334,0.12372665,0.011423943,0.064277635,1,0.143380535,60.112,6.81571989,0.19696874,0.057930518,0.031567964,0.501948946,0.501906661,13.29644784,1063.685799,49.7977861,1,1,1,0.18,0.01,0.5,50,0.049121896,0
231,165,29,17,59.40581738,8.164516595,0.046869922,0.002070982,0.7365766,1,0.134893485,47.9076,8.231291752,0.134373712,0.026304851,0.058827586,0.191366294,0.257480574,13.4719356,270.2881654,84.58709612,1,1,0.2,0.12,0.005,0.25,50,0.055262133,1
232,148,31,21,55.02189011,6.867476213,0.065033623,0.003115812,0.389539701,1,0.155537323,59.0716,12.64253166,0.138800384,0.028269015,0.041121699,0.322442917,0.214046254,13.70958551,272.031497,92.07294111,0,1,0.4,0.12,0.005,0.25,50,0.055262133,1
233,158,36,21,73.8190342,9.134738053,0.051436299,0.002319167,0.472212533,1,0.138353252,74.2176,15.27985732,0.131001945,0.029167746,0.039626861,0.302549591,0.230145983,16.13850719,300.7760884,70.96839473,0,1,0.6,0.12,0.005,0.25,50,0.055262133,1
234,132,29,20,57.32291621,7.788066432,0.054756525,0.002754205,0.447587527,1,0.137192249,62.7028,13.4041464,0.105847008,0.01995867,0.05940034,0.683616659,0.241195354,12.96493279,339.9991424,114.5356787,0,1,0.8,0.12,0.005,0.25,50,0.055262133,1
235,112,29,23,49.24606435,6.369582152,0.077689023,0.005059499,0.232070443,1,0.10995539,48.5964,7.49452962,0.135767299,0.022164235,0.05297455,0.778629476,0.252464137,11.10937109,681.8803537,128.8991713,0,1,1,0.12,0.005,0.25,50,0.055262133,1
236,104,28,22,51.47917027,7.067580656,0.070905838,0.004728801,0.231869759,1,0.145978808,42.4684,5.363031445,0.197050211,0.046839575,0.030584124,0.116469774,0.265045526,9.993971411,1360.765544,94.26471528,0,1,0.2,0.18,0.005,0.25,50,0.024560948,1
237,81,28,19,60.29401792,9.002573481,0.061696934,0.004427582,0.203208555,1,0.106474423,60.3604,11.88228039,0.119650557,0.026474568,0.044199489,0.42958908,0.307020196,10.37676818,519.4205519,96.81825883,0,1,0.4,0.18,0.005,0.25,50,0.024560948,1
238,80,32,23,58.1174324,8.403140661,0.098828357,0.009731502,0.085563799,1,0.082116787,64.4544,11.93931906,0.126935335,0.024390432,0.042466432,0.736945323,0.322933699,10.93318802,526.1904399,144.076193,0,1,0.6,0.18,0.005,0.25,50,0.024560948,1
239,73,30,22,58.40177312,8.832031614,0.092977459,0.009055595,0.08460578,1,0.11973199,58.0088,11.49229097,0.136241228,0.036484659,0.041083402,1.413340994,0.304989815,10.00669607,360.2036046,70.78225665,1,1,0.8,0.18,0.005,0.25,50,0.024560948,1
240,74,33,23,55.32984993,7.886535517,0.124259502,0.013104601,0.056893586,1,0.06677961,56.9584,8.603945641,0.167278459,0.033997403,0.030652777,1.113815239,0.314150307,10.22942596,1016.101383,129.0426026,0,1,1,0.18,0.005,0.25,50,0.024560948,1
241,474,37,19,68.67289511,7.850197444,0.04833093,0.001166586,1.461843652,1,0.23845737,52.2732,6.564861059,0.105994661,0.020882523,0.199348354,0.077170433,0.34945237,32.34259162,91.89540848,27.38026098,1,1,0.2,0.12,0.01,0.25,50,0.110524266,1
242,440,35,22,61.38878101,6.991029682,0.053209384,0.001393221,1.295004168,1,0.259982034,44.59,5.534379075,0.168130958,0.034093905,0.071019539,0.333779144,0.192758753,28.54221522,121.8757182,34.22489929,1,1,0.4,0.12,0.01,0.25,50,0.110524266,1
243,454,41,24,63.99784023,6.207915845,0.064755288,0.001732852,0.954409592,1,0.2847531,56.8068,5.795145144,0.116230454,0.012182295,0.136897823,0.500275683,0.277481952,33.57183052,578.3202034,107.7418203,1,1,0.6,0.12,0.01,0.25,50,0.110524266,1
244,359,36,24,53.53856769,5.346103934,0.072982884,0.00234161,0.657607687,1,0.279013518,47.1188,4.59786284,0.125769421,0.012723264,0.132592758,0.619481494,0.281903305,25.13242935,553.6897048,143.1296393,1,1,0.8,0.12,0.01,0.25,50,0.110524266,1
245,268,31,23,40.87014177,3.960508478,0.088974238,0.004085775,0.486619977,1,0.347978071,39.8536,4.254715982,0.132189799,0.014281235,0.122910709,1.043309491,0.252035657,18.88990312,546.8081349,172.84883,0,1,1,0.12,0.01,0.25,50,0.110524266,1
246,250,39,21,65.67381967,6.989222651,0.06824089,0.002551362,0.42241211,1,0.269008728,48.4548,3.867135743,0.207249085,0.047200314,0.045456655,0.169050649,0.239334989,20.95807668,848.1798698,39.73873096,1,1,0.2,0.18,0.01,0.25,50,0.049121896,1
247,211,43,25,66.88793508,6.551898756,0.086976184,0.004115447,0.220629575,1,0.274757032,53.1828,4.054227283,0.207461737,0.033442721,0.04298743,0.421794801,0.244997395,19.40845029,1106.413425,97.84916541,1,1,0.4,0.18,0.01,0.25,50,0.049121896,1
248,159,36,24,46.45937368,4.213751338,0.118956112,0.007426754,0.156251458,1,0.177218076,47.384,4.594713109,0.166065492,0.021438946,0.058005143,0.678798301,0.273175749,15.12034719,1235.959149,175.3513221,1,1,0.6,0.18,0.01,0.25,50,0.049121896,1
249,211,39,24,46.14103367,3.531208079,0.140170289,0.010152146,0.136705665,1,0.242425613,48.558,4.119007464,0.187207688,0.020771246,0.051670478,0.893713351,0.228337025,18.87845202,1088.843762,221.2291064,1,1,0.8,0.18,0.01,0.25,50,0.049121896,1
250,160,36,25,44.74162214,3.961022807,0.142378685,0.011250999,0.102160361,1,0.27048595,45.2076,3.970341003,0.204244766,0.02571786,0.040860569,0.757271049,0.242007202,15.04688159,1938.737181,249.5516437,1,1,1,0.18,0.01,0.25,50,0.049121896,1
251,74,25,17,50.39817445,7.871433593,0.06498183,0.005602167,0.217471211,1,0.096413163,44.0696,7.100600203,0.10950903,0.030462249,0.094761219,0.008524929,0.690950611,8.633376527,412.884072,63.27074557,0,1,0.2,0.12,0.005,0.5,50,0.055262133,1
252,59,25,23,45.96677485,7.579209396,0.097998506,0.010751504,0.084792172,1,0.066282737,48.0488,8.559376363,0.119392743,0.022334732,0.054607361,0.728839635,0.515522713,8.170518994,915.4850176,172.3654694,1,1,0.4,0.12,0.005,0.5,50,0.055262133,1
253,73,33,24,61.66657382,9.161504494,0.105541505,0.010851953,0.06678451,1,0.091896693,62.1216,9.508805414,0.137213631,0.024631744,0.039669401,0.491992743,0.498075527,10.40449287,958.3963827,141.2700471,0,0,0.6,0.12,0.005,0.5,50,0.055262133,0
254,57,27,20,51.08403641,8.769726383,0.101796603,0.012064083,0.071267679,1,0.056641535,55.2236,9.953553754,0.112541815,0.01972521,0.05462974,0.668149124,0.579928321,8.766268524,834.1149481,185.4144771,0,1,0.8,0.12,0.005,0.5,50,0.055262133,1
255,66,26,23,41.15338946,6.543974495,0.114649225,0.013748659,0.082651766,1,0.087584448,42.0668,6.534111692,0.123028866,0.015276447,0.07238158,6.61528876,0.416554271,8.081029054,1074.688795,390.6055792,1,1,1,0.12,0.005,0.5,50,0.055262133,1
256,91,31,23,48.04658231,6.367292193,0.120194772,0.011879762,0.076912654,1,0.110568619,47.9252,6.531268479,0.201878408,0.077477147,0.033492261,0.017548137,0.663599605,9.988480993,204.6906823,36.03496535,0,1,0.2,0.18,0.005,0.5,50,0.024560948,1
257,55,27,20,61.05875025,11.0806779,0.090455007,0.010813607,0.06488525,1,0.06976246,58.9552,11.48402134,0.157064603,0.054745615,0.026997989,0.534472519,0.411911,9.009067802,744.3486505,74.18020151,1,1,0.4,0.18,0.005,0.5,50,0.024560948,1
258,69,30,24,47.07698033,7.390709166,0.150145643,0.021073462,0.041826967,1,0.133789937,51.2212,8.074599075,0.170135284,0.032968381,0.030600448,0.599101907,0.532876302,9.207604492,918.9771254,189.1496041,1,1,0.6,0.18,0.005,0.5,50,0.024560948,1
259,64,34,23,61.76576954,10.9578395,0.150733459,0.022608219,0.030087861,1,0.072353546,78.6428,26.55672631,0.383228198,0.181374927,0.008469237,0.024872474,0.582625432,10.82106445,76.03786093,37.99266874,0,0,0.8,0.18,0.005,0.5,50,0.024560948,0
260,46,24,22,39.86312008,7.916926716,0.173315667,0.031194823,0.026582822,1,0.052808495,52.1988,23.48808964,0.262905398,0.133709745,0.012951431,0.072957176,0.760329633,7.788733025,21.84586106,26.0231927,1,0,1,0.18,0.005,0.5,50,0.024560948,0
261,163,39,24,60.5143938,6.353323821,0.085244988,0.004680149,0.241975866,1,0.196749028,60.8196,6.980669577,0.103049095,0.015696859,0.137638538,0.156118346,0.646139697,16.47127931,550.3333552,93.14805583,0,1,0.2,0.12,0.01,0.5,50,0.110524266,1
262,157,32,25,46.4618798,5.042095155,0.098697479,0.005840159,0.183399728,1,0.228683869,40.7192,3.799858804,0.166755397,0.025264512,0.066965473,0.297960022,0.402267045,13.16205128,1081.692545,146.4183992,0,0,0.4,0.12,0.01,0.5,50,0.110524266,1
263,162,39,25,63.96057225,6.937647464,0.08189324,0.00457636,0.220758767,1,0.239436583,60.6308,6.682960133,0.100272391,0.009561868,0.142295731,0.652352114,0.554494867,16.05892382,1095.914612,280.0112056,1,1,0.6,0.12,0.01,0.5,50,0.110524266,1
264,143,35,25,51.02061487,5.403303401,0.103328646,0.006401742,0.152548183,1,0.195299534,49.5928,5.30922436,0.123291282,0.014836469,0.104880389,0.80767135,0.528635992,13.4632422,740.5838828,197.4147248,1,1,0.8,0.12,0.01,0.5,50,0.110524266,1
265,110,33,22,49.27362989,5.793554299,0.103106612,0.00795641,0.139871369,1,0.126201912,51.0136,5.973984469,0.105179718,0.009507101,0.12643474,1.468700088,0.804073634,11.67533186,1235.734581,343.0284666,0,1,1,0.12,0.01,0.5,50,0.110524266,1
266,184,41,24,54.30590651,4.791681183,0.121372325,0.007384511,0.129803399,1,0.235193284,52.2504,4.493971312,0.162663734,0.029063986,0.072562597,0.258945008,0.59550566,16.77755669,565.8534714,88.57792647,1,1,0.2,0.18,0.01,0.5,50,0.049121896,1
267,128,35,25,59.14790348,7.054327041,0.090327909,0.00599848,0.139006002,1,0.125297431,47.9924,5.528595517,0.258058507,0.094843858,0.026976064,0.095353091,0.388041146,12.25594199,266.0225685,32.95676898,1,1,0.4,0.18,0.01,0.5,50,0.049121896,1
268,184,44,25,52.86604394,3.987887997,0.15461499,0.011339969,0.092806898,1,0.241869076,53.6832,4.035114697,0.175291547,0.021048185,0.066136632,0.747698263,0.507996227,17.65423552,1241.297698,127.5297655,0,1,0.6,0.18,0.01,0.5,50,0.049121896,1
269,132,38,25,51.10510219,5.147671048,0.140965097,0.012103064,0.07712653,1,0.157891095,51.4428,5.054121666,0.159072332,0.018565222,0.058965754,0.975302794,0.503211728,14.29943018,1167.024017,240.8608297,0,1,0.8,0.18,0.01,0.5,50,0.049121896,1
270,139,39,25,48.9374962,4.491219774,0.160697578,0.014676324,0.069076957,1,0.125865237,49.2052,4.162550143,0.195679081,0.028253821,0.045008041,0.752422431,0.524493245,14.55544846,1470.446077,141.5181238,1,1,1,0.18,0.01,0.5,50,0.049121896,1
271,104,19,18,36.63908395,6.1428802,0.051359593,0.003251137,0.721092798,1,0.09816221,33.2604,6.442452477,0.102268979,0.021065414,0.110359054,0.195719821,0.35111322,8.37135886,447.6619384,116.4696429,0,1,0.2,0.12,0.005,0.25,50,0.055262133,1
272,149,31,19,59.70822946,7.758451672,0.055251548,0.002694176,0.503649201,1,0.139714829,59.3988,11.53426956,0.120073552,0.027127395,0.05644728,0.381334662,0.25157566,13.69832126,236.9200212,39.03708706,1,1,0.4,0.12,0.005,0.25,50,0.055262133,1
273,168,34,22,55.50805448,6.35171498,0.076090492,0.003990918,0.304642967,1,0.144699975,61.306,10.53128326,0.131018384,0.022097658,0.049603458,0.603164596,0.220285586,15.23838946,309.0555847,120.8814882,0,1,0.6,0.12,0.005,0.25,50,0.055262133,1
274,96,24,21,39.04552613,5.499376771,0.084815677,0.006472558,0.199988723,1,0.101480854,41.278,8.082353975,0.155613301,0.034218277,0.038581108,1.034255289,0.188938148,9.061015932,430.9103639,67.98380683,1,0,0.8,0.12,0.005,0.25,50,0.055262133,1
275,128,32,24,45.54484576,5.066141203,0.104456425,0.0074267,0.161950988,1,0.114240205,46.1144,5.723426918,0.154097027,0.021004802,0.054782059,1.13518921,0.24158645,11.8059256,933.6082918,163.6718065,1,0,1,0.12,0.005,0.25,50,0.055262133,1
276,82,28,21,57.96138422,8.507110137,0.060880127,0.00437756,0.243263679,1,0.092238216,64.0024,15.09277678,0.112241957,0.023024439,0.047976321,0.28491879,0.318093954,10.60294917,285.2355382,126.7650763,0,1,0.2,0.18,0.005,0.25,50,0.024560948,1
277,87,33,20,61.80226086,8.612511403,0.098164583,0.008830492,0.080512561,1,0.103241944,60.56,10.68809123,0.212177051,0.064290776,0.018854655,0.617394491,0.201214655,10.82947575,561.4809716,73.74921154,1,1,0.4,0.18,0.005,0.25,50,0.024560948,1
278,92,31,24,50.75826486,6.598946178,0.102738686,0.008592556,0.102957508,1,0.125807953,46.6252,5.782499449,0.19013117,0.034697992,0.031222104,0.495142579,0.272467667,10.09941671,1169.865347,157.0615116,0,1,0.6,0.18,0.005,0.25,50,0.024560948,1
279,65,29,21,46.11279616,7.271434097,0.136414929,0.016994365,0.051235396,1,0.068598,51.13,9.200421681,0.184657806,0.043736364,0.025009738,1.045967555,0.250591573,8.927268771,636.2385678,129.0480375,1,1,0.8,0.18,0.005,0.25,50,0.024560948,1
280,98,36,23,49.09818894,5.539914175,0.156780994,0.016110704,0.055211521,1,0.080397089,55.1376,6.818538203,0.196000131,0.030282991,0.027200573,0.774764687,0.265941453,11.40352526,1216.12983,173.3514323,0,1,1,0.18,0.005,0.25,50,0.024560948,1
281,366,36,21,76.24068306,9.444905814,0.038552753,0.001254588,1.764415269,1,0.173991919,79.0856,15.36588158,0.072437329,0.01555048,0.157833841,0.243569271,0.30365121,28.61330885,125.6643832,35.8279023,0,1,0.2,0.12,0.01,0.25,50,0.110524266,1
282,467,41,23,69.77994236,7.17691739,0.056677855,0.001323414,1.110898275,1,0.257792326,57.4344,7.406081059,0.136037579,0.024495181,0.087672924,0.3057012,0.225345523,34.6412535,171.1456367,47.87592276,1,1,0.4,0.12,0.01,0.25,50,0.110524266,1
283,410,39,24,69.93512022,7.650133532,0.052283034,0.001510059,1.190846599,1,0.277871088,61.4868,7.551730743,0.08607663,0.010524849,0.240968025,0.521371263,0.381999329,30.58146306,367.4803398,89.37612832,1,1,0.6,0.12,0.01,0.25,50,0.110524266,1
284,359,37,25,57.26482136,5.84038322,0.068570271,0.002158382,0.715433047,1,0.292030625,50.5388,5.850314952,0.126378028,0.016264279,0.11277365,0.830466603,0.244887665,25.82214058,376.3701814,100.9509027,1,1,0.8,0.12,0.01,0.25,50,0.110524266,1
285,301,33,25,47.75488411,4.875280362,0.075999248,0.002678421,0.62782653,1,0.326239785,46.0848,4.960993201,0.10324726,0.008878356,0.201726561,1.114046693,0.327793208,21.45495537,862.2314621,252.3522794,0,1,1,0.12,0.01,0.25,50,0.110524266,1
286,222,37,20,73.51874789,8.789972325,0.048073597,0.001962656,0.817792449,1,0.192511483,54.08,7.190708068,0.116308362,0.028907395,0.134415555,0.148484507,0.40325226,18.80135785,96.79594648,31.50700852,1,1,0.2,0.18,0.01,0.25,50,0.049121896,1
287,197,37,22,53.38474244,5.309908947,0.100127367,0.005358856,0.178553094,1,0.237940498,46.3652,3.93868433,0.21690846,0.036664719,0.037205925,0.408486693,0.218958099,18.25141975,1129.651437,95.82692922,0,1,0.4,0.18,0.01,0.25,50,0.049121896,1
288,191,37,24,46.33110408,3.972152836,0.11594871,0.007065828,0.199596293,1,0.208472256,45.2132,3.518507882,0.191195878,0.025991756,0.05346816,0.559954948,0.259019133,17.94066679,1291.38804,145.3062281,0,1,0.6,0.18,0.01,0.25,50,0.049121896,1
289,188,41,25,50.65572997,4.321089415,0.135994818,0.010587244,0.12138404,1,0.202037009,50.4224,3.904622475,0.199093272,0.025515251,0.046930447,0.885743283,0.24199912,19.22818998,1247.169114,164.2859431,1,1,0.8,0.18,0.01,0.25,50,0.049121896,1
290,171,36,25,47.88685489,4.551873354,0.119637416,0.007963914,0.133830556,1,0.164564466,47.3844,4.5651038,0.164582989,0.019337331,0.059388168,0.877356295,0.271616883,16.96936138,1161.107675,227.8243389,0,1,1,0.18,0.01,0.25,50,0.049121896,1
291,82,30,22,66.02841282,9.643150155,0.05844778,0.004396192,0.22214809,1,0.099338396,61.1836,10.16299196,0.096303184,0.039455417,0.102453433,0.009883032,0.732386896,10.78624634,235.5642093,31.23954017,1,1,0.2,0.12,0.005,0.5,50,0.055262133,1
292,48,25,18,46.59622375,8.70567316,0.105724846,0.013849072,0.066893843,1,0.06487548,55.0308,10.65949817,0.124527934,0.025407596,0.040146455,0.387310116,0.592335041,8.116467973,850.8777128,157.1418705,0,1,0.4,0.12,0.005,0.5,50,0.055262133,0
293,65,28,19,56.75344854,9.050971831,0.080739373,0.008050142,0.112192857,1,0.091376352,57.9216,9.85555205,0.101867349,0.02165557,0.071103142,0.617639455,0.63380713,9.466999384,661.9014671,100.8878428,0,1,0.6,0.12,0.005,0.5,50,0.055262133,1
294,52,25,19,48.1741703,8.676942584,0.096845467,0.012099929,0.077793436,1,0.067702425,51.468,9.477811328,0.126134673,0.030832078,0.044563848,0.329190661,0.794692725,8.263088409,976.5242115,93.36481811,1,1,0.8,0.12,0.005,0.5,50,0.055262133,1
295,59,23,22,43.50203372,7.443773054,0.093062912,0.010341771,0.090824529,1,0.07782375,40.4744,8.386267133,0.250277764,0.107329467,0.019896296,0.008849431,0.535390644,7.585073237,132.0954674,49.82841734,0,0,1,0.12,0.005,0.5,50,0.055262133,1
296,73,33,22,58.39740365,9.640792192,0.122585878,0.016568966,0.051758611,1,0.092248754,62.9844,10.32017243,0.167097337,0.051363005,0.029461275,0.219232717,0.555417797,10.54251585,550.8253095,70.36054921,0,1,0.2,0.18,0.005,0.5,50,0.024560948,1
297,55,27,19,52.71748915,9.639747195,0.122565292,0.017231706,0.0418885,1,0.077453681,54.3148,10.6679906,0.176630668,0.072111182,0.026536452,0.221849489,0.665139806,8.508741705,725.5751561,51.79234256,0,1,0.4,0.18,0.005,0.5,50,0.024560948,1
298,65,28,20,53.51395874,8.61418553,0.104776613,0.011471146,0.064562048,1,0.084810404,50.9712,8.593620348,0.215069384,0.078518904,0.022702269,0.067610542,0.666333441,8.759780705,504.8271975,52.58485036,1,1,0.6,0.18,0.005,0.5,50,0.024560948,1
