,n_obs,m,C_obs,N_scr,N_scr_se,sigma_scr,sigma_scr_se,lambda0_scr,scr_ran,runtime_scr,NLL_SCR,N,N_se,sigma,sigma_se,lambda0,beta,r,sescr_ran,runtime,runs,NLL_SESCR,N_better,sigma_better,mask_size,beta_true,sigma_true,mu0_true,r_true,N_true,lambda0_true,lambda0_better
487,219,41,25,68.06582499,7.033544781,0.073668287,0.003026702,0.321761625,1,0.247927833,825.0351354,54.54889783,5.232549963,0.160954393,0.026447366,0.05421131,0.292101466,0.265935485,1,1.682997139,20,611.6924364,1,1,4096,0.4,0.18,0.01,0.25,50,0.049121896,1
488,223,42,25,60.65922676,5.638009613,0.098907625,0.004794233,0.18618745,1,0.337469935,933.6105673,52.51322525,4.295694052,0.16211651,0.018560831,0.06591505,0.562270489,0.310767037,1,1.722390763,20,759.1927419,1,1,4096,0.6,0.18,0.01,0.25,50,0.049121896,1
489,169,38,23,45.79202615,3.668231892,0.149749301,0.011271507,0.100787246,1,0.246993224,811.270124,45.20769766,3.462311524,0.233941444,0.032907286,0.032502707,0.777741397,0.207813868,1,1.283296665,20,637.8228139,0,0,4096,0.8,0.18,0.01,0.25,50,0.049121896,1
490,148,37,25,55.83305762,6.075500414,0.103303231,0.007099276,0.133548083,1,0.148214066,677.0411101,49.03762938,5.094993104,0.167813329,0.021895417,0.049218853,0.901752458,0.260269709,1,1.117561249,20,555.3760509,1,1,4096,1,0.18,0.01,0.25,50,0.049121896,1
491,90,30,23,63.71669933,9.0838886,0.059490115,0.004352405,0.238115632,1,0.110359371,394.9017388,60.94458922,9.080422347,0.068451237,0.011191988,0.175166804,0.269895091,0.86075082,1,0.815799455,20,377.449635,1,1,4096,0.2,0.12,0.005,0.5,50,0.055262133,1
492,46,23,19,48.27407452,9.548935193,0.101228078,0.014043162,0.057359293,1,0.063927658,251.1196543,48.3837824,9.570558479,0.105090341,0.019205522,0.051026413,0.771742971,0.635980781,1,0.409898909,20,242.2366872,1,1,4096,0.4,0.12,0.005,0.5,50,0.055262133,0
493,56,29,22,64.33751424,11.33232485,0.084453852,0.009898956,0.080158926,1,0.072100699,295.8799295,57.93969049,10.52961086,0.13283603,0.032738404,0.032701377,0.264606477,0.547371964,1,0.567240763,20,287.1278903,1,1,4096,0.6,0.12,0.005,0.5,50,0.055262133,1
494,50,24,24,53.84209574,9.889988662,0.075564007,0.008530733,0.10391539,1,0.072920267,257.1172599,53.07949079,10.09502265,0.082367233,0.010775867,0.084226765,3.797375276,0.487269643,1,0.448412724,20,250.3119434,1,1,4096,0.8,0.12,0.005,0.5,50,0.055262133,1
495,75,28,21,43.44949885,6.330380387,0.122681688,0.013764761,0.072385459,1,0.097059238,390.0765517,42.61452678,6.020070387,0.136851962,0.019022486,0.055241933,1.19557979,0.50160581,1,0.579636319,20,371.3693411,0,0,4096,1,0.12,0.005,0.5,50,0.055262133,1
496,76,34,24,77.53220657,11.45053764,0.068492068,0.005838162,0.129125466,1,0.09227221,379.6163636,64.96270995,10.62494986,0.137099755,0.060727668,0.033214393,4.07E-11,0.651783789,1,0.918909049,20,372.0209383,1,1,4096,0.2,0.18,0.005,0.5,50,0.024560948,1
497,85,33,24,54.12049701,7.526110559,0.120471516,0.013079602,0.065285989,1,0.142632294,449.2760498,53.29254504,7.366645254,0.1351409,0.022207469,0.049303817,0.576109425,0.653366371,1,0.670148846,20,431.7038689,1,1,4096,0.4,0.18,0.005,0.5,50,0.024560948,1
498,66,34,20,69.96759433,12.25406405,0.118008231,0.016042162,0.041264836,1,0.087311125,369.9317951,66.32224523,12.10366189,0.137287553,0.021924246,0.031830057,3.119398511,0.324746272,1,0.505511657,20,355.8999826,1,1,4096,0.6,0.18,0.005,0.5,50,0.024560948,1
499,84,40,22,74.07900464,11.33867272,0.135881058,0.017801526,0.036630243,1,0.144228633,473.2482855,67.70062053,9.757021493,0.200709342,0.044391614,0.018641044,0.625219778,0.4286238,1,0.577250151,20,451.840454,1,1,4096,0.8,0.18,0.005,0.5,50,0.024560948,1
500,49,24,21,40.96175595,7.841459143,0.143605148,0.022668601,0.038281129,1,0.058898441,276.4627401,41.15146218,7.492838747,0.182851363,0.041423345,0.021741795,0.530352562,0.477310142,1,0.315198461,20,265.803093,1,1,4096,1,0.18,0.005,0.5,50,0.024560948,1
501,181,34,22,50.51731514,5.354397664,0.091155409,0.004674473,0.225544344,1,0.288587324,733.5413336,45.44936588,4.80093282,0.119086325,0.017436366,0.127164994,0.235972067,0.540064516,1,1.422508049,20,630.9541562,0,1,4096,0.2,0.12,0.01,0.5,50,0.110524266,1
502,220,45,25,70.22225531,6.722938817,0.088668695,0.004147345,0.201837764,1,0.318508971,921.147392,61.76616781,5.805868674,0.120102751,0.014307305,0.112681082,0.37508776,0.533640602,1,1.699407454,20,836.5957895,1,1,4096,0.4,0.12,0.01,0.5,50,0.110524266,1
503,185,40,25,57.54817686,5.570460509,0.096928375,0.005338219,0.204817352,1,0.255327984,777.3764894,53.99255588,5.20201311,0.123323831,0.014343361,0.109914609,0.4739414,0.465699189,1,1.528133516,20,666.8127137,1,1,4096,0.6,0.12,0.01,0.5,50,0.110524266,1
504,182,38,25,56.09984333,5.678105293,0.10092622,0.005657903,0.15757471,1,0.310285378,794.8830285,48.6282102,4.365012846,0.141470168,0.015197313,0.088344857,0.579205701,0.456436309,1,1.31369669,20,714.8118305,1,0,4096,0.8,0.12,0.01,0.5,50,0.110524266,1
505,146,32,25,49.20888176,5.675737131,0.092147026,0.005691968,0.185746946,1,0.249754862,621.680217,46.66565699,5.216492992,0.101299857,0.008174475,0.156483322,1.350487931,0.605138651,1,1.235425917,20,587.3869763,0,1,4096,1,0.12,0.01,0.5,50,0.110524266,1
506,145,41,24,58.88793931,6.019207313,0.112917687,0.008202957,0.119533807,1,0.259288236,686.5383908,54.88068607,5.217298864,0.142132672,0.019776885,0.074192513,0.267922403,0.670555019,1,1.30903722,20,644.0169631,1,1,4096,0.2,0.18,0.01,0.5,50,0.049121896,1
507,140,39,23,50.89855606,4.873118249,0.138233294,0.011149745,0.091261031,1,0.149506919,692.2813787,52.51877167,5.020789922,0.155188953,0.018220586,0.057257789,0.447575248,0.495151162,1,1.007196434,20,629.791307,0,1,4096,0.4,0.18,0.01,0.5,50,0.049121896,1
508,133,40,25,50.78830799,4.799623946,0.149409197,0.012924088,0.080911403,1,0.159396585,676.8641391,51.91356752,4.744237581,0.186932028,0.03126295,0.040524662,0.407606399,0.482556711,1,1.02575955,20,611.3678716,0,1,4096,0.6,0.18,0.01,0.5,50,0.049121896,1
509,134,37,24,48.42210461,4.841766388,0.145577646,0.013057365,0.077639983,1,0.177238325,673.0695478,45.25672657,3.867791862,0.18705812,0.023378847,0.049153524,0.868839759,0.469150734,1,1.00617439,20,616.2415781,0,1,4096,0.8,0.18,0.01,0.5,50,0.049121896,1
510,134,38,23,49.61273886,4.689382663,0.137655454,0.010774305,0.09227527,1,0.152084398,665.0570611,47.44645878,4.195877724,0.166959766,0.019161824,0.061011072,1.15924837,0.449897662,1,0.910802166,20,608.513759,0,1,4096,1,0.18,0.01,0.5,50,0.049121896,1
511,159,29,20,58.13937116,7.906794385,0.051183595,0.002102902,0.555579847,1,0.157485628,492.600925,47.63131932,9.723025528,0.181719645,0.05558403,0.024069377,0.167686776,0.168564968,1,1.059390263,20,364.0043196,1,1,4096,0.2,0.12,0.005,0.25,50,0.055262133,1
512,128,32,20,57.47660369,7.236303082,0.061909311,0.003475096,0.456039494,1,0.130748129,463.1277558,60.43405603,12.24232879,0.102811104,0.018941964,0.068384267,0.367420601,0.301749233,1,0.918243285,20,371.6038776,0,1,4096,0.4,0.12,0.005,0.25,50,0.055262133,1
513,130,28,20,52.49706116,7.102501872,0.061313505,0.003181655,0.371690527,1,0.158537185,481.5382761,46.87478975,9.37511573,0.111011367,0.022995643,0.074957904,0.575068085,0.298961943,1,0.902077591,20,385.6138629,0,1,4096,0.6,0.12,0.005,0.25,50,0.055262133,1
514,149,36,23,62.46791127,7.285427313,0.071506155,0.003973684,0.291805288,1,0.205798789,589.3946279,60.70811477,8.793507857,0.110195959,0.014348918,0.075501587,0.846917619,0.287990807,1,1.093568226,20,477.7390377,1,1,4096,0.8,0.12,0.005,0.25,50,0.055262133,1
515,94,27,21,49.31621766,6.969445017,0.075621318,0.005632654,0.190005027,1,0.120639837,414.4139384,49.61690656,9.014810675,0.114510114,0.01810341,0.055053918,0.95468882,0.266200176,1,0.672529403,20,344.6557412,1,1,4096,1,0.12,0.005,0.25,50,0.055262133,1
516,81,29,22,49.39319634,6.863988926,0.095743031,0.008453339,0.11279207,1,0.092117182,399.6385126,47.88341965,7.98930433,0.281810125,0.181724153,0.010626078,0.275363689,0.166315925,1,0.555272086,20,326.3964355,0,0,4096,0.2,0.18,0.005,0.25,50,0.024560948,1
517,84,30,21,63.40482497,9.135154078,0.065205103,0.004689848,0.183162809,1,0.116360509,387.9898313,57.91320452,11.69960371,0.135304671,0.030382211,0.033486831,0.507682598,0.271644314,1,0.620111386,20,341.5790151,1,1,4096,0.4,0.18,0.005,0.25,50,0.024560948,1
518,71,30,20,59.00711184,9.156002404,0.094484795,0.009728184,0.07903492,1,0.124732987,368.9714295,59.74556127,11.12152766,0.144509611,0.026003627,0.02729329,0.607231701,0.275249306,1,0.489232771,20,331.5378566,0,1,4096,0.6,0.18,0.005,0.25,50,0.024560948,1
519,66,23,14,51.80139026,8.713490502,0.060546888,0.004852938,0.186664875,1,0.106694078,303.6453897,58.71081208,18.26416553,0.116887473,0.039056905,0.028440406,0.893512535,0.196517356,1,0.437775449,20,258.4941677,0,1,4096,0.8,0.18,0.005,0.25,50,0.024560948,1
520,68,29,22,49.03718224,7.97777743,0.132843934,0.017793049,0.047131265,1,0.099050351,373.3877506,49.1214094,8.220092897,0.183668635,0.032298645,0.022146019,0.955852417,0.24442523,1,0.477950724,20,343.6579579,1,1,4096,1,0.18,0.005,0.25,50,0.024560948,1
521,440,36,21,76.23660415,9.456220968,0.037642865,0.001280112,2.093880292,1,0.249905562,575.1624314,56.5710646,10.5690008,0.095069613,0.023370066,0.147292354,0.231971008,0.285184441,1,3.382340984,20,444.7322425,1,1,4096,0.2,0.12,0.01,0.25,50,0.110524266,1
522,382,34,24,62.36821174,7.439260534,0.050023625,0.001621726,1.295252092,1,0.26653655,742.1010847,51.40529783,7.338639711,0.096536397,0.01475972,0.161416427,0.474447777,0.295909211,1,3.04275645,20,483.2061934,1,1,4096,0.4,0.12,0.01,0.25,50,0.110524266,1
523,358,34,24,54.15667696,5.90538706,0.064583046,0.002071283,0.829699862,1,0.310232254,908.2314743,47.60855551,6.452804351,0.12115941,0.01836604,0.10091354,0.562779122,0.234938491,1,2.533870912,20,510.3310739,1,1,4096,0.6,0.12,0.01,0.25,50,0.110524266,1
524,322,32,21,56.02894099,6.689082523,0.054641818,0.001634046,1.103257675,1,0.249942283,716.0464339,53.1254935,7.705612655,0.090769125,0.012811022,0.140827942,0.66167791,0.274878252,1,2.649276169,20,457.4309744,1,1,4096,0.8,0.12,0.01,0.25,50,0.110524266,1
525,305,35,24,50.01103786,4.905125871,0.079592601,0.002891658,0.527538622,1,0.251952,933.5872931,44.96923193,4.844259876,0.130949184,0.014712177,0.109797339,0.951567058,0.246084019,1,2.459399978,20,573.8711637,0,1,4096,1,0.12,0.01,0.25,50,0.110524266,1
526,198,40,21,62.08068183,6.276487255,0.084328291,0.003954492,0.252723929,1,0.234044786,794.8052997,51.67009373,4.423325386,0.253417144,0.070881177,0.021581292,0.165018515,0.178864949,1,1.349559279,20,561.0781243,1,1,4096,0.2,0.18,0.01,0.25,50,0.049121896,1
527,218,38,25,47.27665597,3.818524155,0.117502293,0.006244561,0.196260861,1,0.308198575,905.9586688,45.68529263,3.54971822,0.18090992,0.020956806,0.057153424,0.544460511,0.24648504,1,1.56694742,20,643.8850152,0,1,4096,0.4,0.18,0.01,0.25,50,0.049121896,1
528,183,37,22,48.91797859,4.567581897,0.113232402,0.007181939,0.166938479,1,0.242179422,791.3226544,46.28960868,3.985814218,0.17756838,0.020704687,0.051634893,0.55790336,0.266248648,1,1.228471371,20,613.0962389,0,1,4096,0.6,0.18,0.01,0.25,50,0.049121896,1
529,195,40,24,57.20992109,5.519213391,0.100480111,0.005646058,0.183068185,1,0.274682681,828.0003126,47.44041381,3.551989046,0.205703481,0.031917354,0.043983117,0.677935638,0.236448718,1,1.448811583,20,644.8386818,1,1,4096,0.8,0.18,0.01,0.25,50,0.049121896,1
530,156,38,25,48.93411884,4.538050181,0.130798199,0.010005573,0.114410498,1,0.242742626,737.7342619,48.4773052,4.402140274,0.166681038,0.018176533,0.05676722,0.907550911,0.293556713,1,1.196310143,20,609.1349224,0,1,4096,1,0.18,0.01,0.25,50,0.049121896,1
531,94,34,25,64.99934031,8.701751464,0.077428551,0.006201983,0.150296481,1,0.09148947,441.6415966,67.43988919,10.11249512,0.079193184,0.016201447,0.123155,0.294155832,0.781937294,1,0.675933321,20,416.037167,0,1,4096,0.2,0.12,0.005,0.5,50,0.055262133,1
532,85,34,23,61.8841076,8.393304934,0.088906331,0.007763216,0.115176071,1,0.084998786,422.354561,61.44593244,8.818698512,0.117747639,0.019169902,0.053547872,0.311252167,0.461482943,1,0.51726023,20,390.0853767,1,1,4096,0.4,0.12,0.005,0.5,50,0.055262133,1
533,51,24,22,44.46395459,8.012303821,0.113644265,0.014560361,0.056363612,1,0.064404317,278.1475051,43.56975144,7.985464415,0.129944245,0.023905676,0.041395448,0.987994173,0.530817329,1,0.302597908,20,268.208374,0,0,4096,0.6,0.12,0.005,0.5,50,0.055262133,0
534,69,26,23,46.01384476,7.144756953,0.100489695,0.010374665,0.087554967,1,0.087053076,351.2670738,42.37062739,6.702817969,0.130145094,0.021075636,0.05268482,0.91316153,0.422708178,1,0.405635552,20,330.9279567,0,1,4096,0.8,0.12,0.005,0.5,50,0.055262133,1
535,61,26,19,51.85009607,8.604476511,0.08932519,0.009544759,0.088762763,1,0.088103835,314.6238103,45.61354164,7.87286237,0.127087871,0.028504535,0.047097139,0.536237531,0.534515933,1,0.389028653,20,306.4825845,0,1,4096,1,0.12,0.005,0.5,50,0.055262133,1
536,74,29,23,56.98071041,8.736243906,0.091068073,0.008917868,0.087429432,1,0.109770044,378.3526289,45.52067342,6.351857852,0.237507298,0.078302256,0.015566243,0.147984401,0.36271813,1,0.446364303,20,361.1398992,1,1,4096,0.2,0.18,0.005,0.5,50,0.024560948,1
537,57,28,21,59.96821836,10.77494213,0.102637784,0.012882712,0.053208684,1,0.089733386,312.3312865,55.97900974,11.16273779,0.122675515,0.039414083,0.039180161,0.687222141,0.716623068,1,0.423253906,20,304.6979433,1,1,4096,0.4,0.18,0.005,0.5,50,0.024560948,1
538,64,34,24,75.04842244,12.55956742,0.095947346,0.011045642,0.058996578,1,0.081903426,349.4510057,70.11789763,12.22513691,0.131005286,0.029453472,0.031899196,0.428487189,0.554401813,1,0.436074762,20,336.4865073,1,1,4096,0.6,0.18,0.005,0.5,50,0.024560948,1
539,62,30,21,48.80150894,8.495908383,0.174396515,0.029970685,0.027406269,1,0.063280507,356.2395985,49.66807873,8.260538863,0.189349685,0.040496143,0.02176562,1.454353468,0.361437014,1,0.402050765,20,339.3922875,1,0,4096,0.8,0.18,0.005,0.5,50,0.024560948,1
540,52,28,20,44.80516006,7.867356656,0.195174995,0.032072994,0.022379013,1,0.060345332,306.3666627,47.04916688,8.325298469,0.247021362,0.069386578,0.012781525,1.114465005,0.313182313,1,0.320676454,20,289.7261957,1,0,4096,1,0.18,0.005,0.5,50,0.024560948,0
541,184,37,25,58.79111076,6.339668229,0.081810914,0.004214859,0.25613149,1,0.261749514,729.0706887,48.13048203,4.911355202,0.13820862,0.024199774,0.088827545,0.304781146,0.420685028,1,1.437710536,20,635.5497652,1,1,4096,0.2,0.12,0.01,0.5,50,0.110524266,1
542,163,38,23,57.1336041,5.916433087,0.095175135,0.005489937,0.181004983,1,0.285588356,707.6631061,54.22526344,5.70094591,0.11169082,0.012356603,0.122627083,0.472897554,0.555131833,1,1.312371572,20,626.4333739,1,1,4096,0.4,0.12,0.01,0.5,50,0.110524266,1
543,164,35,25,52.67829165,5.627664936,0.094059551,0.005278181,0.188355515,1,0.29696341,699.7505139,53.68243724,6.002485509,0.091107899,0.008006397,0.188395397,0.684845641,0.749282144,1,1.382788392,20,640.3393443,0,0,4096,0.6,0.12,0.01,0.5,50,0.110524266,0
544,109,33,23,55.08055229,6.752117679,0.084301902,0.005894356,0.184186763,1,0.163490065,488.7917172,48.90210259,5.913064615,0.113611985,0.015912536,0.101200273,0.540762597,0.554363714,1,0.836009868,20,453.4877178,1,1,4096,0.8,0.12,0.01,0.5,50,0.110524266,1
545,191,41,25,58.24387164,5.479958766,0.09821924,0.005180976,0.206083012,1,0.275683399,799.4380544,56.11032337,5.217913778,0.109990053,0.008954,0.15295293,0.942375369,0.573835337,1,1.652906688,20,738.352678,1,1,4096,1,0.12,0.01,0.5,50,0.110524266,1
546,186,42,25,56.57707514,5.059666515,0.119375987,0.007327217,0.127880336,1,0.302800222,852.0518183,50.96680019,3.947780281,0.191690616,0.03821487,0.04789018,0.212687425,0.485999996,1,1.39897751,20,779.4632232,1,1,4096,0.2,0.18,0.01,0.5,50,0.049121896,1
547,187,39,24,51.74013411,4.649855411,0.122134148,0.007536743,0.126252088,1,0.289859565,851.7498681,46.34161589,3.582871708,0.170129112,0.025724377,0.070708201,0.394771987,0.536760485,1,1.444168214,20,765.5508519,0,1,4096,0.4,0.18,0.01,0.5,50,0.049121896,1
548,164,45,25,58.03258572,5.313775552,0.145798784,0.012761538,0.081708622,1,0.172574409,817.8783622,55.82021883,4.448002057,0.176514166,0.018749176,0.054417674,0.860359425,0.505309398,1,1.161616178,20,757.8051485,1,1,4096,0.6,0.18,0.01,0.5,50,0.049121896,1
549,156,43,25,55.30471077,4.872228753,0.148148192,0.011862909,0.078848238,1,0.19472607,786.7427825,54.03109046,4.473986404,0.180435079,0.026069059,0.049127558,0.489485191,0.549566301,1,1.221710201,20,718.9303211,1,1,4096,0.8,0.18,0.01,0.5,50,0.049121896,1
550,133,35,24,40.1518952,3.085631601,0.199672817,0.019399288,0.057243293,1,0.157043727,699.3942254,41.44749289,3.327033878,0.214804498,0.029420612,0.039763433,0.842270439,0.450007933,1,0.922044424,20,627.1405362,1,0,4096,1,0.18,0.01,0.5,50,0.049121896,0
551,197,27,19,63.25788615,9.668778351,0.03392827,0.002122239,1.475210131,1,0.161628723,380.0378938,47.04115375,12.57202868,0.083802274,0.027536832,0.153994793,0.123746888,0.374827316,1,1.600387812,20,332.5418425,1,1,4096,0.2,0.12,0.005,0.25,50,0.055262133,1
552,135,28,16,61.70620703,8.960666644,0.042040586,0.002282221,0.740985523,1,0.124544652,394.4302544,53.59582669,13.90832881,0.11737648,0.029183121,0.047478826,0.303207547,0.23931034,1,0.983737016,20,335.5813074,1,1,4096,0.4,0.12,0.005,0.25,50,0.055262133,1
553,116,29,23,44.95515889,5.517499775,0.088867477,0.005982439,0.205959451,1,0.114691993,495.5991453,46.93447796,7.429748482,0.119412711,0.017884768,0.067309105,0.72980849,0.288445112,1,0.867787576,20,384.0551163,1,1,4096,0.6,0.12,0.005,0.25,50,0.055262133,1
554,117,31,23,52.10648081,6.47685444,0.078989813,0.004994057,0.227746062,1,0.12266953,494.7791015,58.32908264,10.74204155,0.119037013,0.01879347,0.047659846,1.061448451,0.210540549,1,0.840362497,20,375.0288674,0,1,4096,0.8,0.12,0.005,0.25,50,0.055262133,1
555,95,27,21,47.59026847,6.590739242,0.077482254,0.005678074,0.200467759,1,0.110045211,415.0947097,46.64783076,9.192149581,0.114031134,0.020127491,0.064291328,0.905457178,0.285915669,1,0.773774572,20,340.7319812,0,1,4096,1,0.12,0.005,0.25,50,0.055262133,1
556,103,28,20,53.63461082,7.452953262,0.065228297,0.003994963,0.263220241,1,0.147997614,425.1792486,41.45886657,6.8365124,0.30826531,0.198040301,0.011346574,0.29441807,0.146908428,1,0.713651868,20,343.9577665,0,0,4096,0.2,0.18,0.005,0.25,50,0.024560948,1
557,70,29,19,62.03896725,9.529379164,0.072575806,0.006183088,0.130386842,1,0.077461366,346.0524258,58.00202729,13.73138533,0.1488639,0.039238233,0.025380584,0.547915643,0.25069074,1,0.584005737,20,308.9317307,1,1,4096,0.4,0.18,0.005,0.25,50,0.024560948,1
558,83,29,18,54.13706958,7.719654512,0.08678053,0.007199513,0.114828607,1,0.090768973,406.0985048,43.53855121,6.092242362,0.293478825,0.109881204,0.011898638,0.373305272,0.17403312,1,0.584150298,20,344.4883802,0,0,4096,0.6,0.18,0.005,0.25,50,0.024560948,1
559,58,22,19,32.13210679,5.143974533,0.141902086,0.018623449,0.05824869,1,0.052203043,309.9106531,30.92531184,4.793075062,0.194998254,0.033684584,0.029009055,1.542257974,0.227767864,1,0.389830303,20,275.8690518,0,1,4096,0.8,0.18,0.005,0.25,50,0.024560948,1
560,75,30,20,45.01622636,6.426196847,0.147745652,0.01845078,0.048753019,1,0.08450586,410.4603913,46.87889819,6.771684652,0.191768281,0.032403476,0.023857039,0.749024321,0.263690895,1,0.580949227,20,371.2910584,1,1,4096,1,0.18,0.005,0.25,50,0.024560948,1
561,442,38,22,74.85591377,8.71388494,0.043797759,0.001214358,1.582671321,1,0.252265608,752.2036514,47.96265447,6.246253343,0.152185512,0.038598115,0.075436064,0.293112194,0.207418577,1,3.757544851,20,514.311867,1,1,4096,0.2,0.12,0.01,0.25,50,0.110524266,1
562,371,37,22,60.92481281,6.491402382,0.06194662,0.001822603,0.830050893,1,0.288441237,952.7121135,49.95717727,6.094724544,0.131180825,0.019873423,0.090496754,0.504342522,0.230423206,1,2.883362631,20,556.2154713,1,1,4096,0.4,0.12,0.01,0.25,50,0.110524266,1
563,351,41,25,64.01617418,6.241596497,0.068850355,0.002164383,0.656546694,1,0.332616234,1012.498365,55.89663306,5.817392163,0.120227364,0.013000472,0.114885882,0.738464789,0.266106856,1,2.870944242,20,664.2703761,1,1,4096,0.6,0.12,0.01,0.25,50,0.110524266,1
564,367,34,21,58.97882052,6.779317816,0.055490494,0.001611564,1.082361078,1,0.347206779,836.4037806,50.47683436,7.260267656,0.100839444,0.015311027,0.148601513,0.524246224,0.287081501,1,3.004062223,20,519.0112947,1,1,4096,0.8,0.12,0.01,0.25,50,0.110524266,1
565,300,35,24,54.56509077,5.765504901,0.069797328,0.002335632,0.613944005,1,0.284272579,882.3633033,47.18593991,5.965912269,0.131929542,0.018054195,0.089265805,0.926731,0.220602371,1,2.361976433,20,563.7558536,1,1,4096,1,0.12,0.01,0.25,50,0.110524266,1
566,231,38,21,68.09733099,7.638836021,0.060210016,0.00235984,0.530214197,1,0.262114449,739.4435079,49.05272096,4.853375547,0.145757149,0.028264115,0.078378477,0.192194223,0.30937114,1,1.885993691,20,560.5185587,1,1,4096,0.2,0.18,0.01,0.25,50,0.049121896,1
567,170,37,20,53.6165736,5.537925794,0.100720533,0.006300516,0.17146515,1,0.259870295,733.1602817,49.29448301,4.9776795,0.191215978,0.028779027,0.035522065,0.472275941,0.216573372,1,1.229715375,20,548.4655345,1,1,4096,0.4,0.18,0.01,0.25,50,0.049121896,1
568,211,42,25,52.99063268,4.286810205,0.119121811,0.007016229,0.173429341,1,0.274081806,910.6375955,49.57775661,3.48912327,0.19359985,0.022777113,0.052034233,0.710503958,0.241097732,1,1.60682565,20,666.5994815,1,1,4096,0.6,0.18,0.01,0.25,50,0.049121896,1
569,238,45,25,62.72238157,5.492193257,0.10811459,0.005628514,0.156286849,1,0.302577519,1029.644655,55.33120846,4.264163405,0.176921336,0.019471306,0.055881712,0.73332428,0.264447912,1,1.785124469,20,809.4623094,1,1,4096,0.8,0.18,0.01,0.25,50,0.049121896,1
570,152,36,24,51.1630484,5.307025173,0.106466129,0.007122076,0.152184098,1,0.171834747,679.6759635,47.18429544,4.663341187,0.162837918,0.021762072,0.054973704,0.663753908,0.289548714,1,1.161010547,20,558.8378615,0,1,4096,1,0.18,0.01,0.25,50,0.049121896,1
571,86,28,23,48.90353053,6.838494527,0.087899697,0.007213334,0.135747656,1,0.096530505,406.8159242,45.49441767,6.496394467,0.120333056,0.021254702,0.065196846,0.255844269,0.528122032,1,0.679448275,20,375.589863,0,1,4096,0.2,0.12,0.005,0.5,50,0.055262133,1
572,89,30,22,51.1483862,7.044785408,0.102768793,0.009292262,0.091170723,1,0.105238934,446.1960724,47.13947248,6.423908928,0.143465149,0.028474587,0.045355536,0.233424597,0.504927315,1,0.591052973,20,418.5156112,0,0,4096,0.4,0.12,0.005,0.5,50,0.055262133,1
573,74,30,22,54.63840222,8.153101556,0.099164696,0.010029808,0.084138756,1,0.104399772,382.1416589,50.02717312,7.819832923,0.129249903,0.03264808,0.050917434,0.279170862,0.704060622,1,0.597483118,20,365.3635603,1,1,4096,0.6,0.12,0.005,0.5,50,0.055262133,1
574,66,27,24,46.54373403,7.021284192,0.101829673,0.01029072,0.090715209,1,0.088886869,339.9520327,44.17922771,6.62595111,0.121918293,0.017131007,0.061781543,0.891683833,0.521424341,1,0.496932069,20,324.4854932,0,1,4096,0.8,0.12,0.005,0.5,50,0.055262133,1
575,70,28,22,43.30080549,6.306990967,0.124401346,0.013813515,0.070351404,1,0.079577669,369.0225583,43.19752151,6.320961407,0.141643004,0.0209108,0.048886996,1.086455141,0.408057826,1,0.575368532,20,343.2599691,0,0,4096,1,0.12,0.005,0.5,50,0.055262133,1
576,63,27,23,51.5852258,8.612195508,0.106086917,0.012543218,0.062584992,1,0.09332182,337.5966229,46.63304206,7.711524239,0.161960728,0.047753914,0.027806758,0.304833917,0.463769589,1,0.457468033,20,319.3628626,0,1,4096,0.2,0.18,0.005,0.5,50,0.024560948,1
577,55,30,23,53.86720802,10.25647934,0.167384275,0.028215811,0.024504724,1,0.065682125,320.075028,55.92826419,10.23566401,0.229003552,0.082878356,0.012221393,0.487566801,0.410496731,1,0.422065055,20,303.3730113,0,0,4096,0.4,0.18,0.005,0.5,50,0.024560948,0
578,60,24,20,37.73433498,6.373744232,0.1424438,0.021150938,0.047320297,1,0.082933195,329.1142646,36.83311987,5.79239305,0.182726589,0.037598409,0.027311585,0.590939028,0.419393845,1,0.451803398,20,310.9240994,0,1,4096,0.6,0.18,0.005,0.5,50,0.024560948,1
579,61,32,21,53.66077652,9.015196633,0.173249866,0.025613965,0.026083724,1,0.065369205,354.1985898,51.09400268,9.031843817,0.878159155,0.244645997,0.004471551,5.494666025,0.078921414,1,0.426421257,20,322.5180889,1,0,4096,0.8,0.18,0.005,0.5,50,0.024560948,0
580,57,31,25,54.32809499,10.0007198,0.170506927,0.027482731,0.024698611,1,0.109269325,331.5258543,53.37572713,9.239146712,0.277627284,0.116480077,0.010126928,0.895642223,0.31063855,1,0.408406456,20,316.5283613,1,0,4096,1,0.18,0.005,0.5,50,0.024560948,0
581,134,30,21,54.64453703,7.079504063,0.065229579,0.003552401,0.334144591,1,0.163852012,510.3488053,46.93542239,6.663280173,0.09346051,0.018180431,0.157773097,0.140396625,0.637147561,1,1.239287905,20,457.0048502,1,1,4096,0.2,0.12,0.01,0.5,50,0.110524266,1
582,162,42,25,70.59686935,7.572635843,0.080358988,0.004615001,0.213338247,1,0.173409049,688.0658191,67.46821538,7.923424256,0.094451639,0.01337337,0.139687403,0.302913311,0.657650857,1,1.357471045,20,622.0608998,1,1,4096,0.4,0.12,0.01,0.5,50,0.110524266,1
583,134,35,22,53.02103946,5.874449294,0.096423967,0.006290023,0.167242331,1,0.152019215,594.9826831,47.94652091,5.116720023,0.12709019,0.01492234,0.094334832,0.686392814,0.46401038,1,1.074241006,20,535.7835922,1,1,4096,0.6,0.12,0.01,0.5,50,0.110524266,1
