,n_obs,m,C_obs,N_scr,N_scr_se,sigma_scr,sigma_scr_se,lambda0_scr,scr_ran,runtime_scr,NLL_SCR,N,N_se,sigma,sigma_se,lambda0,beta,r,sescr_ran,runtime,runs,NLL_SESCR,N_better,sigma_better,mask_size,beta_true,sigma_true,mu0_true,r_true,N_true,lambda0_true,lambda0_better
584,160,34,25,42.27611448,3.724084146,0.126292591,0.00824461,0.151147803,1,0.193868323,714.0402735,43.1258352,3.963905062,0.136656195,0.011737602,0.101119153,1.406262471,0.376371656,1,1.188827976,20,624.6106601,1,0,4096,0.8,0.12,0.01,0.5,50,0.110524266,1
585,144,33,25,44.61155688,4.639203978,0.109090838,0.007643084,0.172980305,1,0.169470378,626.7782997,46.05687981,4.939026815,0.109013941,0.009622965,0.144269402,0.991565347,0.613925831,1,1.154895206,20,588.6768674,1,0,4096,1,0.12,0.01,0.5,50,0.110524266,1
586,156,38,25,48.43798744,4.466214046,0.133591148,0.010315009,0.111702953,1,0.222172666,736.9850572,49.16817863,4.556414796,0.154822825,0.023575657,0.065715907,0.265142762,0.583752193,1,1.209591953,20,666.9852914,1,1,4096,0.2,0.18,0.01,0.5,50,0.049121896,1
587,166,39,24,50.47163398,4.480765002,0.133762185,0.009294376,0.104373937,1,0.225480088,791.749559,46.60035691,3.500793065,0.224178673,0.043266079,0.035128436,0.32773648,0.403777406,1,1.307931856,20,716.7804399,0,1,4096,0.4,0.18,0.01,0.5,50,0.049121896,1
588,129,37,24,46.70262518,4.387571805,0.154995488,0.013707935,0.074613915,1,0.120992513,658.1407011,45.7212442,3.90239758,0.225330664,0.042062448,0.030974237,0.416604448,0.37497189,1,0.949967817,20,585.2240638,0,0,4096,0.6,0.18,0.01,0.5,50,0.049121896,1
589,140,40,25,50.15879024,4.381031547,0.159444369,0.013471592,0.070763705,1,0.146465516,719.2028937,48.8089844,3.898121897,0.205808767,0.028752859,0.039589396,0.669463521,0.467920512,1,1.090729042,20,660.5356973,0,0,4096,0.8,0.18,0.01,0.5,50,0.049121896,1
590,142,43,25,55.12572322,4.985795289,0.155036187,0.0130487,0.070258279,1,0.122422218,732.5765571,53.18623036,4.332924066,0.206002258,0.030717711,0.037814092,0.79268702,0.44896708,1,1.067787111,20,673.7715234,1,0,4096,1,0.18,0.01,0.5,50,0.049121896,1
591,176,27,17,55.40106498,7.902924765,0.04556224,0.001989508,0.845951998,1,0.149015939,446.8568027,52.04523472,13.41323924,0.115342542,0.031770061,0.048784427,0.371365343,0.203768468,1,1.208933548,20,340.671499,1,1,4096,0.2,0.12,0.005,0.25,50,0.055262133,1
592,118,26,20,52.61533653,7.692196366,0.050301261,0.002932231,0.56655579,1,0.12573454,386.3409519,51.50979228,9.72397891,0.085360044,0.015359537,0.099604693,0.502852816,0.336353537,1,0.812907151,20,324.919328,1,1,4096,0.4,0.12,0.005,0.25,50,0.055262133,1
593,103,26,21,44.33773266,6.073919363,0.074545084,0.005085224,0.267853067,1,0.127053042,420.4626805,44.2474092,10.03529975,0.124883456,0.025971903,0.052715469,0.591872156,0.254275069,1,0.743063823,20,322.9108508,0,1,4096,0.6,0.12,0.005,0.25,50,0.055262133,1
594,89,24,19,38.67450788,5.421679064,0.084298522,0.006412103,0.213207601,1,0.134294156,383.4573021,34.0133528,5.204208349,0.157999399,0.033189161,0.046314946,0.699013036,0.249335396,1,0.599512307,20,306.9904247,0,0,4096,0.8,0.12,0.005,0.25,50,0.055262133,1
595,103,32,22,47.96707107,5.701827555,0.104646814,0.008013237,0.131099357,1,0.133167064,492.1577264,51.0226125,8.064736213,0.155965448,0.023617945,0.035991707,1.33783727,0.196193683,1,0.681077441,20,394.7069295,1,0,4096,1,0.12,0.005,0.25,50,0.055262133,1
596,124,29,21,40.60904701,4.677489167,0.11221158,0.008745896,0.134646579,1,0.134386424,565.5710312,40.87407771,4.916420497,0.19665963,0.036006534,0.028574747,0.26995114,0.225644356,1,0.883502281,20,421.8926286,1,1,4096,0.2,0.18,0.005,0.25,50,0.024560948,1
597,98,32,23,52.49686434,6.729086904,0.104532804,0.00862793,0.097180942,1,0.129708938,487.2518134,47.51687631,6.283074979,0.204276203,0.045894909,0.023419606,0.499336952,0.2238847,1,0.733633975,20,402.754421,1,1,4096,0.4,0.18,0.005,0.25,50,0.024560948,1
598,76,34,23,65.10655442,9.932318655,0.09832967,0.010877126,0.075863448,1,0.115175641,396.8995317,69.22293748,13.03234867,0.165339763,0.032710929,0.01977158,0.431398333,0.246748113,1,0.619013949,20,348.1741819,0,1,4096,0.6,0.18,0.005,0.25,50,0.024560948,1
599,63,28,21,50.0016964,8.424752461,0.117388358,0.014963209,0.056520818,1,0.083194816,338.6456312,52.94747891,11.35455793,0.173528872,0.037341919,0.020288173,1.037629703,0.204283225,1,0.478024193,20,294.9602821,0,1,4096,0.8,0.18,0.005,0.25,50,0.024560948,1
600,93,36,25,50.08493619,6.08760639,0.172770422,0.020747842,0.040935857,1,0.080729179,516.695317,52.29038963,6.382475409,0.239522542,0.043032067,0.018056722,0.903266851,0.214592396,1,0.695611358,20,456.1714289,0,0,4096,1,0.18,0.005,0.25,50,0.024560948,1
601,437,34,22,69.26246657,8.69407611,0.040165118,0.001277143,2.0368722,1,0.174987702,570.7908048,48.94394092,8.344626756,0.112835735,0.028241011,0.114432052,0.18150096,0.251474416,1,3.529630391,20,411.2534482,1,1,4096,0.2,0.12,0.01,0.25,50,0.110524266,1
602,454,40,24,65.64397286,6.696490294,0.059410755,0.001582416,1.111296473,1,0.256456788,1015.562497,53.29106331,7.360397227,0.15100945,0.027409953,0.063761165,0.438283808,0.180708941,1,3.381279914,20,544.6038458,1,1,4096,0.4,0.12,0.01,0.25,50,0.110524266,1
603,388,35,24,54.11953958,5.646922108,0.065963391,0.001849152,0.913206537,1,0.232738992,939.5900124,45.91738434,5.330060955,0.133122278,0.017615787,0.096062888,0.476443434,0.222361989,1,2.877100348,20,490.1160627,1,1,4096,0.6,0.12,0.01,0.25,50,0.110524266,1
604,354,40,24,64.61257716,6.575504176,0.06495265,0.002147295,0.722501533,1,0.281518741,961.537559,52.24835941,5.967020816,0.139468572,0.018948572,0.085404378,0.610954552,0.229788811,1,2.634029698,20,605.9280471,1,1,4096,0.8,0.12,0.01,0.25,50,0.110524266,1
605,279,36,24,55.14996163,5.727400341,0.073562231,0.002883328,0.51671915,1,0.227323902,873.0099761,50.14147203,6.125317191,0.126779298,0.015523237,0.089770394,1.019658814,0.225947136,1,1.794831908,20,556.4909767,1,1,4096,1,0.12,0.01,0.25,50,0.110524266,1
606,222,43,22,76.29720258,8.009268519,0.065623071,0.002566435,0.374774906,1,0.213665907,808.8803896,54.78504839,4.548975357,0.199325059,0.039345084,0.037055586,0.176797192,0.232066647,1,1.39290907,20,617.9198722,1,1,4096,0.2,0.18,0.01,0.25,50,0.049121896,1
607,203,41,25,57.62532667,5.353926249,0.09701367,0.005012812,0.227764705,1,0.19479208,830.9293886,53.65512589,5.011672927,0.172519309,0.024592794,0.04795851,0.550929742,0.234723249,1,1.276468611,20,606.7056704,1,1,4096,0.4,0.18,0.01,0.25,50,0.049121896,1
608,154,39,25,55.20209307,5.551251611,0.111127024,0.007622414,0.13334275,1,0.146331247,708.8075786,52.81748934,5.334218081,0.160863945,0.023238706,0.0513109,0.50478319,0.301829898,1,0.981617836,20,572.2395152,1,1,4096,0.6,0.18,0.01,0.25,50,0.049121896,1
609,202,40,24,44.59323977,2.799220612,0.173221658,0.013061102,0.099191396,1,0.224044971,963.561115,47.96292861,3.620484369,0.209767061,0.022265433,0.040324764,0.832866414,0.219857869,1,1.227134347,20,724.3885534,1,0,4096,0.8,0.18,0.01,0.25,50,0.049121896,1
610,209,43,25,49.87286754,3.350832335,0.161060378,0.011258054,0.097971849,1,0.235602407,996.1806602,51.37586046,3.748658992,0.200065464,0.019630435,0.04581589,1.171072459,0.223883509,1,1.384038587,20,788.8906713,0,0,4096,1,0.18,0.01,0.25,50,0.049121896,1
611,66,29,21,66.48119192,10.60047529,0.063013846,0.005774514,0.159077113,1,0.080007056,319.1696206,57.72992085,10.22026448,0.120377441,0.03965759,0.041323396,0.115738637,0.487888724,1,0.589861115,20,304.4017465,1,1,4096,0.2,0.12,0.005,0.5,50,0.055262133,1
612,68,27,24,53.78644706,8.415360773,0.083535583,0.00780692,0.106886126,1,0.116670557,341.762981,50.00475119,8.666828212,0.107295733,0.026546356,0.063832035,0.388587649,0.586897807,1,0.611821695,20,325.6050052,1,1,4096,0.4,0.12,0.005,0.5,50,0.055262133,1
613,69,26,23,43.65589894,6.738659628,0.113044047,0.012609974,0.072815898,1,0.126871598,359.4943969,41.22573112,6.156037972,0.139617646,0.025106064,0.04724492,0.334985683,0.539205668,1,0.565354542,20,334.6586631,0,0,4096,0.6,0.12,0.005,0.5,50,0.055262133,1
614,68,33,24,62.58956129,9.57965024,0.101852209,0.010707441,0.070748251,1,0.084263229,363.6749112,61.67605904,9.436084156,0.116556678,0.017423268,0.050965973,0.533106108,0.697727114,1,0.57378331,20,351.4733136,1,1,4096,0.8,0.12,0.005,0.5,50,0.055262133,1
615,88,31,20,50.71022196,6.773159212,0.108767951,0.009835586,0.087271432,1,0.142224403,447.4554646,49.06543987,6.734915101,0.126983488,0.017225302,0.060723963,0.998903032,0.443034909,1,0.655390747,20,413.9799751,0,1,4096,1,0.12,0.005,0.5,50,0.055262133,1
616,75,33,24,55.17810798,8.747314094,0.130351232,0.017199273,0.050730287,1,0.129991468,407.619197,57.09462731,9.710418703,0.301029682,0.11685994,0.008902793,0.166890827,0.28609713,1,0.813316067,20,378.1547776,0,0,4096,0.2,0.18,0.005,0.5,50,0.024560948,1
617,58,27,19,51.05046548,8.672899613,0.09685962,0.011305478,0.081496896,1,0.081611041,302.7306244,50.24931071,8.452004429,0.09729492,0.011420175,0.081713421,367873663.8,0.51133756,1,1.490795473,20,297.2749807,1,1,4096,0.4,0.18,0.005,0.5,50,0.024560948,0
618,65,29,23,51.64709849,8.302380111,0.118728235,0.01426078,0.055267116,1,0.128375006,353.1058186,51.01231537,13.0497778,0.637722187,0.206365574,0.004311345,0.883537289,0.158165592,1,0.804749584,20,331.0558768,1,0,4096,0.6,0.18,0.005,0.5,50,0.024560948,1
619,73,33,24,54.25773207,7.672896533,0.125596104,0.01323336,0.058132007,1,0.099359425,396.7453195,52.49491559,7.410334016,0.150961878,0.022229937,0.039072634,1.035296489,0.447142211,1,0.893248355,20,372.0737876,1,1,4096,0.8,0.18,0.005,0.5,50,0.024560948,1
620,56,31,24,51.94819139,8.693485291,0.165155229,0.021807131,0.028983592,1,0.098473752,325.5857189,53.06677589,9.041381604,0.184797285,0.033529583,0.021454211,1.617555831,0.415506805,1,0.742369084,20,309.266161,0,1,4096,1,0.18,0.005,0.5,50,0.024560948,1
621,169,32,23,52.98000927,6.272766787,0.073653891,0.003701316,0.326680521,1,0.234199107,631.5669521,46.54873427,6.343291116,0.106611883,0.023364655,0.132393677,0.172655252,0.52429377,1,1.323960034,20,539.4663207,0,1,4096,0.2,0.12,0.01,0.5,50,0.110524266,1
622,156,35,23,54.24635636,5.913661663,0.086993981,0.004707287,0.224097627,1,0.269831594,647.8283796,49.43132056,5.410697612,0.111420536,0.013762664,0.128134678,0.544080788,0.519248492,1,1.282104667,20,572.6444241,1,1,4096,0.4,0.12,0.01,0.5,50,0.110524266,1
623,179,42,25,64.20156831,6.396143035,0.089819586,0.004816787,0.210195169,1,0.253514322,755.2370743,62.55211049,6.521389742,0.096809509,0.009615118,0.171022217,0.524789435,0.745466988,1,1.484925644,20,703.5086555,1,1,4096,0.6,0.12,0.01,0.5,50,0.110524266,1
624,146,34,23,45.64604245,4.516350774,0.120495563,0.00815724,0.125694918,1,0.259720508,674.9250907,43.63639993,4.175130433,0.142293709,0.014604382,0.085473664,1.059923069,0.4162364,1,1.042107646,20,601.2587187,0,0,4096,0.8,0.12,0.01,0.5,50,0.110524266,0
625,138,39,25,61.53165799,6.722469584,0.098204865,0.006477081,0.134406033,1,0.20995063,641.4039436,57.21631016,6.303720364,0.115923092,0.012129767,0.0989131,1.487070842,0.474784388,1,1.133096703,20,593.2697682,1,1,4096,1,0.12,0.01,0.5,50,0.110524266,1
626,166,43,25,59.77012004,5.714489033,0.122921236,0.00882942,0.102960243,1,0.16203893,796.6794387,53.31727912,4.155153052,0.238978507,0.062736647,0.027255114,0.258694671,0.359448983,1,1.182712813,20,714.568894,1,0,4096,0.2,0.18,0.01,0.5,50,0.049121896,1
627,167,37,24,48.58173047,4.5054243,0.125244278,0.008445866,0.121331759,1,0.285768437,772.1856981,45.32148491,3.832214002,0.18266918,0.033784995,0.051873821,0.255254998,0.487496055,1,1.180008312,20,689.9524562,0,1,4096,0.4,0.18,0.01,0.5,50,0.049121896,1
628,177,42,25,51.44274707,4.234615965,0.16004489,0.01365189,0.077069623,1,0.205553671,879.7567538,49.76227113,3.553873357,0.218097555,0.034481216,0.038634861,0.449380224,0.438131229,1,1.301122153,20,783.9791534,1,0,4096,0.6,0.18,0.01,0.5,50,0.049121896,1
629,115,37,25,56.2409603,6.311593256,0.111991097,0.008484397,0.100537592,1,0.165662467,568.0657636,68.87758206,18.96783501,0.824782204,0.204697429,0.003583767,0.676955207,0.114763196,1,0.725824332,20,515.9317679,0,0,4096,0.8,0.18,0.01,0.5,50,0.049121896,1
630,123,38,24,46.26448565,4.028519849,0.17819519,0.015959064,0.059058383,1,0.170852002,653.7908826,47.01998438,4.136587983,0.186582512,0.021151606,0.047511307,1.392729269,0.514793748,1,0.921866552,20,604.3454171,1,0,4096,1,0.18,0.01,0.5,50,0.049121896,1
631,170,27,18,58.49107759,8.547767158,0.040257614,0.002012889,1.068608429,1,0.151870386,412.4518925,53.20159324,10.63034613,0.080574872,0.020450598,0.118774666,0.267718909,0.349705455,1,1.267495815,20,352.322151,1,1,4096,0.2,0.12,0.005,0.25,50,0.055262133,1
632,169,31,20,57.82046351,7.362090798,0.057108603,0.002419432,0.529566763,1,0.1941504,548.8797532,50.53496283,7.820997503,0.118240773,0.025496633,0.067937756,0.186946677,0.304421974,1,1.241790831,20,424.8392581,1,1,4096,0.4,0.12,0.005,0.25,50,0.055262133,1
633,122,28,20,52.70014046,7.183519821,0.061770094,0.003443192,0.35303389,1,0.156032213,459.3023728,44.12892959,6.906282843,0.136006013,0.027551855,0.051304024,0.27460314,0.282087631,1,0.849310752,20,370.6584486,0,1,4096,0.6,0.12,0.005,0.25,50,0.055262133,1
634,138,30,20,54.13316501,6.962132635,0.065659483,0.003440753,0.341395789,1,0.190404101,520.0853402,49.30429116,8.585241274,0.135809557,0.023000858,0.046609144,0.65067368,0.216272081,1,0.97464215,20,388.6049878,1,1,4096,0.8,0.12,0.005,0.25,50,0.055262133,1
635,111,30,19,49.73199369,6.388603728,0.075951998,0.005438529,0.284333617,1,0.141219652,450.8036834,47.74523244,7.516913174,0.123740414,0.015887923,0.064030475,1.112862241,0.244408526,1,0.772345638,20,362.1118623,0,1,4096,1,0.12,0.005,0.25,50,0.055262133,1
636,84,31,20,69.70217496,10.09490423,0.054340809,0.003863222,0.25721155,1,0.117083065,364.9737163,62.79503066,15.71299271,0.126018204,0.034772704,0.0359676,0.263988334,0.302683056,1,0.655527512,20,329.5430301,1,1,4096,0.2,0.18,0.005,0.25,50,0.024560948,1
637,73,28,20,54.26514936,8.115926693,0.080430892,0.007011939,0.128587415,1,0.095547573,354.8131052,44.97101634,7.605524566,0.189817636,0.06602908,0.022981718,0.53104309,0.240327842,1,0.655086728,20,312.0925098,0,1,4096,0.4,0.18,0.005,0.25,50,0.024560948,1
638,90,35,21,55.6622018,7.301648237,0.123784809,0.012665277,0.065936845,1,0.131858408,476.2734453,56.27462954,7.651749387,0.203795728,0.044710155,0.019942152,0.445499609,0.245956272,1,0.725109756,20,414.4338462,0,1,4096,0.6,0.18,0.005,0.25,50,0.024560948,1
639,80,33,21,51.20575834,7.344142188,0.149730774,0.019554917,0.043286805,1,0.13668199,441.4688591,51.30306745,7.48005452,0.201763891,0.036170439,0.021770851,1.096116658,0.238348958,1,0.671074172,20,397.2601605,0,1,4096,0.8,0.18,0.005,0.25,50,0.024560948,1
640,72,33,21,68.25394461,10.50500521,0.095255334,0.009672862,0.068919325,1,0.105147509,384.8883764,64.63437613,12.03983154,0.141669592,0.030063536,0.029435636,0.901683581,0.299050773,1,0.523619819,20,354.4443896,1,1,4096,1,0.18,0.005,0.25,50,0.024560948,1
641,382,35,19,63.22692446,7.351161151,0.050183785,0.001490627,1.466126378,1,0.236267197,712.6956609,51.66494588,7.567459304,0.114992896,0.017693452,0.09898552,0.414278493,0.224760314,1,3.493621091,20,432.1866646,1,1,4096,0.2,0.12,0.01,0.25,50,0.110524266,1
642,373,34,23,59.34857233,6.851501954,0.053589465,0.001519742,1.28951556,1,0.286866685,754.8170206,47.35628946,6.767871527,0.122800802,0.020031732,0.0986518,0.398694723,0.230148494,1,3.697860356,20,456.5988304,1,1,4096,0.4,0.12,0.01,0.25,50,0.110524266,1
643,421,39,23,56.84892163,5.318486773,0.075093102,0.002114802,0.640147784,1,0.346467225,1184.2375,48.38579195,4.652602356,0.155836799,0.02246327,0.075507654,0.626568914,0.205322705,1,3.730337361,20,665.7167268,1,1,4096,0.6,0.12,0.01,0.25,50,0.110524266,1
644,353,38,22,60.86260529,6.283316343,0.064017664,0.001985965,0.839654755,1,0.270918961,921.2213557,54.46874379,6.538278879,0.117276101,0.013599684,0.103236708,0.947898993,0.224457727,1,3.350573607,20,570.1468085,1,1,4096,0.8,0.12,0.01,0.25,50,0.110524266,1
645,338,37,25,57.15574693,5.826333641,0.070326061,0.002319436,0.626409876,1,0.337589641,972.4428625,49.90077738,5.468736846,0.120757133,0.012815517,0.117655062,1.102053625,0.243518389,1,2.939087037,20,626.0503225,1,1,4096,1,0.12,0.01,0.25,50,0.110524266,1
646,226,37,24,57.69009608,6.008957353,0.07968888,0.003401316,0.315296337,1,0.248107525,834.4714718,47.24303196,4.252802779,0.178312918,0.028521307,0.047688732,0.213844969,0.245961675,1,1.970809197,20,582.9464181,1,1,4096,0.2,0.18,0.01,0.25,50,0.049121896,1
647,168,37,23,67.19175256,7.756171115,0.063766692,0.002896179,0.373979127,1,0.196818415,623.4190652,54.02628187,7.046970026,0.139317668,0.022211178,0.059562354,0.489376728,0.264569466,1,1.541706872,20,497.9690193,1,1,4096,0.4,0.18,0.01,0.25,50,0.049121896,1
648,221,45,24,64.7356138,5.870890807,0.101247723,0.00520218,0.173500899,1,0.269449492,947.1355815,57.40852774,4.894019901,0.167092166,0.019941295,0.056721045,0.69832951,0.266799233,1,2.03409034,20,744.9803159,1,1,4096,0.6,0.18,0.01,0.25,50,0.049121896,1
649,194,41,25,56.21866233,5.137487414,0.109687768,0.006356569,0.159193096,1,0.285246988,852.6387703,52.39452174,5.046399691,0.199646625,0.028512916,0.036525903,0.916309698,0.191184125,1,1.648173348,20,630.5165681,1,1,4096,0.8,0.18,0.01,0.25,50,0.049121896,1
650,153,38,24,49.70441014,4.771100372,0.12772548,0.009810339,0.115653623,1,0.177866971,722.6384973,46.21529996,3.846873635,0.218011142,0.031852683,0.035092156,0.963176865,0.215898771,1,1.239813248,20,576.6530818,0,1,4096,1,0.18,0.01,0.25,50,0.049121896,1
651,87,34,23,62.58517558,8.604831146,0.089937658,0.007959805,0.107744335,1,0.101049193,433.3892119,58.66228103,8.105680344,0.125774743,0.021696217,0.050471915,0.277290905,0.52140665,1,0.639619688,20,410.1992231,1,1,4096,0.2,0.12,0.005,0.5,50,0.055262133,1
652,76,29,23,47.34767046,6.54119812,0.106719807,0.009872484,0.092755527,1,0.074735765,387.7339386,47.164891,6.711963613,0.138697731,0.022241159,0.045331148,0.432134513,0.413047554,1,0.511584946,20,353.3442003,0,0,4096,0.4,0.12,0.005,0.5,50,0.055262133,1
653,74,30,24,60.57968229,9.113726011,0.078824115,0.007398823,0.1212126,1,0.086492002,363.5926344,54.10989007,8.804361587,0.109004609,0.021245758,0.065356816,0.575685002,0.542128636,1,0.506395868,20,346.7139556,1,1,4096,0.6,0.12,0.005,0.5,50,0.055262133,1
654,64,28,21,55.44163631,9.152192879,0.089803455,0.009950255,0.089060737,1,0.078084723,329.5494638,47.29691118,7.924163733,0.133298692,0.027290331,0.045717399,0.731017997,0.488479164,1,0.450879753,20,314.209947,1,1,4096,0.8,0.12,0.005,0.5,50,0.055262133,1
655,66,31,22,64.22903291,10.27215322,0.087267493,0.009209731,0.086085413,1,0.094706496,343.7613534,62.77743473,10.31067224,0.100332492,0.017650349,0.062210542,0.651029947,0.669417743,1,0.507156424,20,335.7156244,1,1,4096,1,0.12,0.005,0.5,50,0.055262133,1
656,78,29,25,46.79789806,6.787234641,0.120843896,0.013580834,0.067609975,1,0.105279787,408.8264659,44.44442018,6.101237952,0.204831247,0.063287493,0.021698538,0.160125999,0.441070636,1,0.483825084,20,380.6190496,0,1,4096,0.2,0.18,0.005,0.5,50,0.024560948,1
657,53,25,21,47.38093175,8.589675791,0.104004881,0.013340132,0.067107151,1,0.060884408,282.6852235,48.0596721,9.102431926,0.113559208,0.02931818,0.050883073,0.339880112,0.762191156,1,0.41652443,20,271.0981134,1,1,4096,0.4,0.18,0.005,0.5,50,0.024560948,1
658,77,28,22,40.11987432,5.637354933,0.148766359,0.018979184,0.054466747,1,0.114363857,414.3265617,39.82025473,5.174686761,0.187768326,0.034129619,0.030879125,0.528465084,0.394191558,1,0.574680114,20,381.9424508,0,1,4096,0.6,0.18,0.005,0.5,50,0.024560948,1
659,65,32,23,54.70166828,9.249795171,0.153882955,0.022970308,0.032538867,1,0.076636124,370.7239328,52.36824022,8.478751203,0.179228934,0.031790685,0.025015623,2.268637745,0.366427074,1,0.527143276,20,354.2416881,1,1,4096,0.8,0.18,0.005,0.5,50,0.024560948,1
660,56,32,21,64.07017281,11.96132763,0.136954852,0.019317876,0.030905723,1,0.057830262,321.9258196,69.0265756,13.20924591,0.177794702,0.046137843,0.015529507,0.304929738,0.526951142,1,0.387398056,20,310.9383627,0,1,4096,1,0.18,0.005,0.5,50,0.024560948,0
661,150,30,23,48.15689627,5.809829102,0.080445587,0.004471618,0.261557922,1,0.227460535,595.444739,36.34219309,3.308605766,0.201362974,0.055993369,0.042205271,0.105691887,0.308697272,1,1.129813429,20,505.0068684,0,0,4096,0.2,0.12,0.01,0.5,50,0.110524266,1
662,146,32,25,47.12978797,5.296134858,0.092533916,0.005781468,0.221139493,1,0.210725443,606.5358915,42.30543006,4.636027531,0.131839708,0.021364325,0.095731403,0.373272531,0.449938527,1,1.170824023,20,523.3674332,0,1,4096,0.4,0.12,0.01,0.5,50,0.110524266,1
663,131,36,24,52.64213851,5.550005873,0.102555672,0.006574135,0.154701082,1,0.175623735,602.6564146,52.82927221,5.724229808,0.109499773,0.009783441,0.117909827,1.190312708,0.496990764,1,1.074116421,20,552.686174,0,1,4096,0.6,0.12,0.01,0.5,50,0.110524266,1
