,X,n_obs,m,C_obs,N_scr,N_scr_se,sigma_scr,sigma_scr_se,lambda0_scr,scr_ran,runtime_scr,NLL_SCR,N,N_se,sigma,sigma_se,lambda0,beta,r,sescr_ran,runtime,runs,NLL_SESCR,N_better,sigma_better,mask_size,N_true,beta_true,sigma_true,freq
676,6,153,20,19,29.96676247,4.153497698,0.073328845,0.003736941,0.60821474,1,0.130670698,467.6333903,36.82276159,6.420180652,0.082487982,0.008883944,0.133659083,46.55366268,0.050228075,1,1.158441103,20,31.03754385,1,1,4096,50,0.2,0.12,270
677,7,218,34,23,51.91087567,5.555465998,0.079366638,0.003471432,0.359868142,1,0.228802979,775.1264769,53.49352199,6.2058379,0.095861499,0.006581783,0.142293444,25.27844368,0.094244674,1,1.607344715,20,441.767674,0,1,4096,50,0.4,0.12,270
678,8,182,30,24,43.12732064,4.716471753,0.085657471,0.004337168,0.350438758,1,0.212429651,655.565699,45.70756217,5.504925341,0.092119396,0.006498183,0.184646957,19.70507274,0.129112335,1,1.462975883,20,413.9679317,1,1,4096,50,0.6,0.12,270
679,9,196,39,25,53.22865469,4.888923403,0.098425219,0.005143262,0.248115688,1,0.236223531,785.3750346,55.97690899,5.721461451,0.107672108,0.007502686,0.135722848,31.43534836,0.106470705,1,1.457722163,20,574.3105446,0,1,4096,50,0.8,0.12,270
680,10,211,39,25,53.32352476,4.923288428,0.098067497,0.005082805,0.24967943,1,0.226673059,833.5685067,54.2427296,5.25311593,0.103838588,0.006434001,0.175672743,13.24956938,0.218431363,1,1.514691134,20,711.3658098,0,1,4096,50,1,0.12,270
681,1,43,21,22,41.52564547,8.137680753,0.098478675,0.012739775,0.070039395,1,0.05430673,230.9980039,44.14518136,9.513252795,0.103163979,0.015471175,0.053334426,16.11831163,0.165278134,1,0.366694216,20,214.2391921,1,1,4096,50,0.2,0.18,135
682,2,88,34,24,56.15257928,7.533491116,0.113235663,0.010966672,0.075807,1,0.114243058,456.8905447,56.25754798,8.065208798,0.12558821,0.014600037,0.055959766,10.85795956,0.20222932,1,0.727692064,20,426.7028086,0,1,4096,50,0.4,0.18,135
683,3,68,27,22,37.6636544,5.159513115,0.159545181,0.018932412,0.049325253,1,0.097937949,373.6999989,40.08255203,5.78020771,0.158742655,0.023147187,0.040741054,1.355734819,0.389514805,1,0.514859108,20,343.2093274,1,0,4096,50,0.6,0.18,135
684,4,86,34,24,50.83028212,6.569744772,0.148864542,0.016803303,0.048318343,1,0.115706976,471.1918977,51.89553302,7.398394344,0.162178487,0.022238973,0.036434756,10.90738204,0.157557829,1,0.644066187,20,430.4260174,0,1,4096,50,0.8,0.18,135
685,5,88,37,24,49.21612829,5.557361992,0.203801018,0.02502214,0.031862818,1,0.13922532,504.7936443,54.03900557,8.779535681,0.419670857,0.141629789,0.008028784,0.518832095,0.340771665,1,0.604709375,20,471.0691652,0,0,4096,50,1,0.18,135
686,6,126,34,20,62.62886757,7.76985807,0.065864225,0.00394851,0.303698523,1,0.122041539,505.166315,68.44517485,9.935968861,0.08063989,0.007660711,0.112437998,37.16700173,0.075830757,1,0.910327303,20,316.8150284,0,1,4096,50,0.2,0.18,270
687,7,179,31,24,39.20124775,3.586137127,0.116875369,0.006589641,0.184037867,1,0.247269134,754.9092782,40.25382361,4.088544957,0.131723779,0.010852086,0.102690484,26.71908269,0.09688616,1,1.531256219,20,529.911396,1,1,4096,50,0.4,0.18,270
688,8,126,35,24,46.3661095,4.686016965,0.11837054,0.008851129,0.141280498,1,0.169024463,588.3714029,46.9011016,5.022795938,0.12902581,0.011087813,0.097599626,25.3981581,0.140118384,1,0.820352769,20,509.3203762,1,1,4096,50,0.6,0.18,270
689,9,100,30,25,38.68526619,4.199657494,0.14993617,0.014511237,0.075457656,1,0.112761919,511.5423625,37.51674068,4.007690401,0.166348319,0.017115083,0.060613854,66.62850264,0.084748342,1,0.931568766,20,448.1612562,0,1,4096,50,0.8,0.18,270
690,10,143,39,25,48.1860181,4.088977484,0.144375374,0.010546424,0.100466548,1,0.192062302,703.610661,46.43328732,3.624377336,0.161223133,0.014041749,0.081486705,2.949051387,0.376853122,1,1.074832598,20,628.366265,0,1,4096,50,1,0.18,270
691,1,54,16,18,32.26772399,6.196752301,0.058451422,0.00545811,0.311661128,1,0.071292297,219.2286891,35.72798396,8.339921547,0.077043087,0.01216011,0.09673707,9.133391004,0.135731611,1,0.387206495,20,162.8974431,1,1,4096,50,0.2,0.12,135
692,2,79,28,22,53.63446103,7.757389555,0.072962881,0.005909372,0.179898716,1,0.09374998,363.034587,57.65322255,10.03018993,0.091822163,0.011330651,0.074995721,18.24769714,0.10439014,1,0.60759052,20,284.389423,0,1,4096,50,0.4,0.12,135
693,3,90,27,22,44.46764835,5.984631653,0.088048001,0.00670273,0.166344658,1,0.106287257,411.188188,44.57354238,6.254746835,0.096189329,0.008766976,0.118482886,15.02696322,0.201711117,1,0.760993139,20,368.716169,1,1,4096,50,0.6,0.12,135
694,4,84,32,24,58.57469798,8.066305254,0.08882319,0.00755075,0.113578219,1,0.121410553,415.2823198,62.02524935,9.787302753,0.103391401,0.011512605,0.063511274,16.47976233,0.124975335,1,0.699924095,20,357.8320896,0,1,4096,50,0.8,0.12,135
695,5,87,28,23,38.75972761,5.151155107,0.151036073,0.019067749,0.058080293,1,0.116401052,459.16436,35.64102876,3.938729267,0.203669783,0.0352062,0.03485514,0.805152621,0.455158551,1,0.641075003,20,424.9592508,0,0,4096,50,1,0.12,135
696,6,159,24,19,40.32430659,5.505131614,0.059874218,0.002819269,0.872834608,1,0.163914212,447.0721282,47.2920399,7.462465444,0.063049193,0.005703023,0.251993328,55.73229164,0.071363485,1,1.326507779,20,92.63823046,1,1,4096,50,0.2,0.12,270
697,7,228,32,24,45.01649145,4.589211491,0.084627335,0.003612373,0.421428622,1,0.259681221,772.6963171,48.80038061,5.705936885,0.094387379,0.006645703,0.16871671,31.46244603,0.086399974,1,1.846771749,20,348.3613552,1,1,4096,50,0.4,0.12,270
698,8,151,28,23,47.55075197,6.135809835,0.067579211,0.003794998,0.420992791,1,0.197254201,527.584431,46.52498235,6.264089267,0.08416842,0.007050085,0.180722232,21.0623225,0.129189402,1,1.354456007,20,367.6366617,0,1,4096,50,0.6,0.12,270
699,9,175,36,24,52.55081116,5.41425701,0.088191396,0.004688488,0.282660179,1,0.18631072,685.7950262,54.34090383,5.966929092,0.09455098,0.006299529,0.175552986,39.91957157,0.114302068,1,1.660157776,20,514.8059498,0,1,4096,50,0.8,0.12,270
700,10,188,33,24,46.18836567,4.696178039,0.095912931,0.00492055,0.243700754,1,0.208760488,742.9546274,47.76804489,5.171831909,0.100641699,0.006440694,0.165307282,21.79719991,0.148482374,1,1.606995777,20,571.3087773,1,1,4096,50,1,0.12,270
701,1,69,25,20,41.39564405,6.157140226,0.096926424,0.009283696,0.118828651,1,0.055620857,338.3786401,44.55643356,7.724762367,0.109930942,0.013596124,0.065485872,16.09487512,0.115330689,1,0.41946131,20,274.282277,1,1,4096,50,0.2,0.18,135
702,2,66,27,22,44.01888867,6.585966223,0.115602706,0.012199273,0.0741973,1,0.083586681,345.5700951,46.52181293,7.463633644,0.11427466,0.013136304,0.064358806,8.187757812,0.253850387,1,0.549517437,20,322.4944248,1,0,4096,50,0.4,0.18,135
703,3,83,30,22,52.86486298,7.397487957,0.088318094,0.00780574,0.129902942,1,0.089080203,399.9649836,52.64104544,7.852603715,0.09961183,0.010505814,0.08951384,14.44747482,0.196677048,1,0.57150832,20,368.9513201,1,1,4096,50,0.6,0.18,135
704,4,92,37,25,57.88330441,7.451171069,0.131237773,0.013183383,0.059037271,1,0.087006275,492.6585906,58.06456185,7.769732307,0.135875898,0.01503187,0.052352002,11.17340561,0.268805301,1,0.681390913,20,470.0073679,0,1,4096,50,0.8,0.18,135
705,5,60,31,22,67.58527528,11.8764913,0.099625911,0.012240235,0.055189377,1,0.087698384,328.5425838,68.22421759,13.74488311,0.119813694,0.018473716,0.034674667,6.201697557,0.193306694,1,0.485327812,20,306.2127752,0,1,4096,50,1,0.18,135
706,6,150,31,23,46.67461728,5.33601943,0.081812479,0.004571275,0.33702992,1,0.174600255,569.962911,49.14515515,6.191709268,0.096449091,0.00766252,0.135251636,40.89319502,0.079309856,1,1.24610304,20,346.7235112,1,1,4096,50,0.2,0.18,270
707,7,158,34,23,41.63095846,3.610130047,0.131208907,0.00913215,0.14294772,1,0.194757152,710.90761,43.09476934,4.423529508,0.153189578,0.014493141,0.072554879,20.40329454,0.090198141,1,1.387309186,20,496.9516757,1,1,4096,50,0.4,0.18,270
708,8,173,33,25,38.91906647,3.109100653,0.140401129,0.009623,0.138327283,1,0.217053632,772.9076669,39.57840742,3.424726551,0.148189774,0.011978651,0.100229824,25.57688163,0.134051022,1,1.324677062,20,649.9216276,1,1,4096,50,0.6,0.18,270
709,9,148,34,25,43.12180518,4.000060135,0.137354365,0.010375486,0.104568311,1,0.213577485,702.5762286,42.29898838,3.995891802,0.154327719,0.013978964,0.0763032,26.78902706,0.122106541,1,1.274020743,20,604.8512277,0,1,4096,50,0.8,0.18,270
710,10,154,39,25,46.30546494,3.65769761,0.170255164,0.014270697,0.074342136,1,0.133957688,780.3432667,44.44155703,3.109878098,0.192807815,0.017908097,0.06122694,5.449015807,0.279321784,1,1.052948856,20,697.7337296,0,0,4096,50,1,0.18,270
711,1,56,16,15,34.45943619,6.712550406,0.053115983,0.00454268,0.326720641,1,0.066289385,223.056213,36.3858445,7.562992041,0.061184218,0.006953986,0.169644333,61.63335217,0.091524286,1,0.378656606,20,169.4392675,1,1,4096,50,0.2,0.12,135
712,2,107,29,24,50.68650966,6.705463078,0.077904205,0.005369101,0.20337656,1,0.119178613,462.6125543,54.26281987,8.758597514,0.103908592,0.012360609,0.067840209,10.54299039,0.110801293,1,0.798340174,20,338.384732,0,1,4096,50,0.4,0.12,135
713,3,91,28,22,48.44125491,6.780463456,0.078843732,0.00660574,0.203003812,1,0.107749383,399.5756453,50.8454863,7.824264665,0.086337219,0.008979958,0.122909064,30.90901977,0.118390459,1,0.744172307,20,324.1425529,1,1,4096,50,0.6,0.12,135
714,4,66,32,22,67.3515764,11.12808952,0.090400849,0.010469177,0.07575781,1,0.098411032,348.3630979,68.59255091,12.32147667,0.099255578,0.013240085,0.056789653,9.626371304,0.233579605,1,0.686096851,20,330.9732763,0,1,4096,50,0.8,0.12,135
715,5,100,37,25,55.98271324,6.475212463,0.118308903,0.009839363,0.086600162,1,0.114986209,514.3401734,58.1913352,7.288658014,0.125148209,0.011984123,0.064472727,14.91925234,0.163995709,1,0.719892653,20,460.9817438,0,0,4096,50,1,0.12,135
