,X,n_obs,m,C_obs,N_scr,N_scr_se,sigma_scr,sigma_scr_se,lambda0_scr,scr_ran,runtime_scr,NLL_SCR,N,N_se,sigma,sigma_se,lambda0,beta,r,sescr_ran,runtime,runs,NLL_SESCR,N_better,sigma_better,mask_size,N_true,beta_true,sigma_true,freq
206,6,133,33,22,44.61946557,4.682732063,0.102131551,0.00705135,0.22321036,1,0.172708718,564.0207579,49.93214339,6.482217046,0.117273839,0.011259589,0.086097902,60.25577291,0.053753517,1,1.201528366,20,329.5124158,1,1,4096,50,0.2,0.18,270
207,7,130,29,22,34.84067123,3.202684021,0.134608558,0.010687016,0.144412608,1,0.170784883,589.9682091,37.62989382,4.269873541,0.142889177,0.014559664,0.080453435,14.54503074,0.114855848,1,1.019892355,20,427.0657677,1,1,4096,50,0.4,0.18,270
208,8,136,35,25,46.90112487,4.677211775,0.124334578,0.009021799,0.114283464,1,0.200797288,646.8944108,46.92135022,4.895842442,0.134785657,0.011558067,0.085482327,20.53693658,0.154720027,1,0.88704145,20,570.4192733,1,1,4096,50,0.6,0.18,270
209,9,157,39,24,50.17340929,4.550618969,0.141517606,0.010960465,0.090023431,1,0.14631966,766.7316487,50.15054102,4.701342338,0.148916639,0.012918904,0.074877362,13.77639029,0.190512498,1,1.302651107,20,689.2993163,1,1,4096,50,0.8,0.18,270
210,10,155,37,25,45.02741101,3.749085587,0.147090208,0.010952494,0.101663744,1,0.245632807,743.32398,44.09550804,3.58373392,0.156604607,0.012493015,0.088013874,29.75646928,0.193794708,1,1.271959142,20,689.442325,0,1,4096,50,1,0.18,270
211,1,99,23,17,43.75114154,6.653867357,0.059239333,0.003800891,0.397324559,1,0.109348917,365.0097548,48.93682458,8.258363184,0.064976699,0.006185481,0.17558418,45.32815445,0.086233123,1,0.69091295,20,218.0579844,1,1,4096,50,0.2,0.12,135
212,2,70,23,20,43.75962269,6.963006704,0.072704148,0.006371789,0.186400579,1,0.117188716,315.6056547,45.41301493,8.057129933,0.085984525,0.010123054,0.098158874,23.72284739,0.117814891,1,0.538609517,20,261.0023236,1,1,4096,50,0.4,0.12,135
213,3,102,29,23,49.02527966,6.449870422,0.086652449,0.006438422,0.159389436,1,0.133856463,463.4567852,48.90508181,6.87420919,0.100243977,0.009729102,0.098214402,7.95247563,0.215097659,1,0.681340031,20,408.2764903,0,1,4096,50,0.6,0.12,135
214,4,60,25,20,44.60474122,7.285910041,0.097621879,0.010888784,0.092929788,1,0.061644026,307.1537349,46.36980788,8.263393963,0.106038191,0.013688303,0.065458336,14.72145843,0.168044903,1,0.443787714,20,279.9019705,1,1,4096,50,0.8,0.12,135
215,5,78,30,23,53.32470811,7.609071497,0.091248379,0.008331007,0.11442348,1,0.082198743,386.1064106,52.86277316,7.997342306,0.103610279,0.011158368,0.079331616,14.50956022,0.186743986,1,0.50908428,20,353.9623884,1,1,4096,50,1,0.12,135
216,6,153,23,20,41.41595918,6.007468454,0.058009821,0.00268594,0.622081679,1,0.16697495,470.3269159,45.68730183,7.518682414,0.07562461,0.007192415,0.138626139,29.73926113,0.068579678,1,1.005274411,20,143.4504433,1,1,4096,50,0.2,0.12,270
217,7,162,28,21,41.47396891,4.823034171,0.084762852,0.004446516,0.312703165,1,0.257701802,607.9529186,44.59385802,5.84927387,0.096966885,0.007832718,0.13028453,17.56585599,0.109879623,1,1.339598441,20,378.3683022,1,1,4096,50,0.4,0.12,270
218,8,179,36,25,52.96493204,5.464148948,0.087794841,0.004538264,0.276980684,1,0.287918389,704.4594189,54.67503503,6.062067186,0.09513323,0.006378046,0.167471992,31.55144447,0.124787372,1,1.36210376,20,537.3325367,0,1,4096,50,0.6,0.12,270
219,9,133,29,25,43.09892429,5.144210306,0.091361533,0.006051368,0.223242731,1,0.204768185,550.234914,44.84622964,5.771368792,0.098214571,0.00802633,0.138758146,35.85853359,0.103914813,1,0.90561955,20,402.2779774,1,1,4096,50,0.8,0.12,270
220,10,135,32,25,42.43027901,4.288081349,0.102760831,0.006715962,0.240256955,1,0.165465538,565.6263426,42.90946216,4.624449234,0.110497906,0.008741028,0.162409881,10.40644398,0.221384876,1,1.186786366,20,472.6917725,1,1,4096,50,1,0.12,270
221,1,88,32,22,50.74293506,6.505834561,0.10469026,0.009129915,0.107657223,1,0.064554811,436.2543809,54.0532852,8.284462742,0.127801452,0.014802968,0.050883481,18.89725889,0.092223372,1,0.633265102,20,349.9372191,0,1,4096,50,0.2,0.18,135
222,2,93,32,24,49.82438752,6.869683894,0.125022753,0.013884898,0.068070895,1,0.108756808,480.4903888,48.28570557,7.146998469,0.145191686,0.019844785,0.048823532,24.43970759,0.122144925,1,0.611304812,20,437.274414,0,1,4096,50,0.4,0.18,135
223,3,103,38,24,52.40402413,5.917196707,0.160292379,0.016715841,0.050437832,1,0.109197589,559.3389919,52.33208155,6.206239068,0.178967273,0.021933378,0.037748078,7.578324633,0.19512229,1,0.668631665,20,515.2084167,1,1,4096,50,0.6,0.18,135
224,4,69,29,24,49.72473257,7.829715834,0.121613877,0.014638023,0.056905504,1,0.085870135,370.316045,42.43666372,6.305504209,0.17514306,0.037767987,0.03367076,1.443755653,0.440095514,1,0.459114782,20,351.4839183,0,1,4096,50,0.8,0.18,135
225,5,71,34,24,58.94265134,9.14762109,0.135472239,0.016728304,0.04246111,1,0.072374002,396.185961,60.23980232,10.05646382,0.144383556,0.020180737,0.03429692,17.41864778,0.149343212,1,0.593735031,20,371.9510876,0,1,4096,50,1,0.18,135
226,6,166,36,24,58.41791741,6.516575917,0.079752243,0.004333609,0.257419347,1,0.180705857,666.9657278,65.65781661,8.692591999,0.090260219,0.007972038,0.1071229,29.98535637,0.076672826,1,1.230730943,20,374.6050155,0,1,4096,50,0.2,0.18,270
227,7,145,32,24,41.46900945,4.089199064,0.122192512,0.008836389,0.139549468,1,0.17808123,655.3046633,44.45429518,5.049571745,0.127664048,0.011559447,0.08833643,24.08021132,0.105822934,1,1.33907874,20,501.3817379,1,1,4096,50,0.4,0.18,270
228,8,154,37,25,44.76535948,3.64445009,0.146546371,0.010461867,0.10569795,1,0.212536776,739.5306086,46.24850272,4.272121385,0.161016627,0.014483184,0.066883329,26.84711278,0.096406506,1,1.046718383,20,589.8676925,1,1,4096,50,0.6,0.18,270
229,9,159,41,25,51.62801231,4.364114377,0.139792038,0.009921277,0.102102891,1,0.21559538,769.5645125,51.66135151,4.602482861,0.158355984,0.013219397,0.068192225,19.48336223,0.119341828,1,1.123317905,20,639.0457387,0,1,4096,50,0.8,0.18,270
230,10,173,40,25,46.6262923,3.412390289,0.166360928,0.012934415,0.086759793,1,0.178881268,850.3086178,46.12404444,3.418676414,0.179355042,0.015583907,0.070221101,18.55212925,0.162849123,1,1.253082351,20,753.7510826,0,1,4096,50,1,0.18,270
231,1,82,22,21,40.48392898,6.246007324,0.068522929,0.004822917,0.261922973,1,0.107420957,341.1835218,44.68568209,7.728843622,0.076587627,0.007730383,0.125410289,31.78697016,0.097139608,1,0.80948447,20,245.5084159,1,1,4096,50,0.2,0.12,135
232,2,90,24,20,41.27256749,5.990082614,0.082121424,0.006179069,0.179849854,1,0.112449269,398.1794197,43.11814321,6.602720389,0.085832844,0.007669311,0.128599003,31.10166747,0.136039342,1,0.704044807,20,338.7352103,1,1,4096,50,0.4,0.12,135
233,3,85,27,21,47.80688532,6.808464375,0.084261361,0.006960916,0.148429165,1,0.082970961,395.1331337,52.11053431,8.15670908,0.085937214,0.008662467,0.10475382,11.99875681,0.180797409,1,0.70775671,20,337.2791173,1,1,4096,50,0.6,0.12,135
234,4,79,27,22,43.04860479,5.915943191,0.097553291,0.008522318,0.132352695,1,0.089671397,379.1664466,44.00482408,6.536346251,0.108196174,0.013385622,0.086642622,12.37584882,0.184871103,1,0.521215308,20,338.8813147,1,1,4096,50,0.8,0.12,135
235,5,69,26,23,41.86399098,6.310813881,0.111951479,0.012131791,0.084133837,1,0.078949312,354.3914738,40.81488028,6.300894591,0.118980067,0.014273697,0.073604928,27.57185033,0.215973283,1,0.497921022,20,338.0414424,0,1,4096,50,1,0.12,135
236,6,162,24,22,41.1121756,5.715345815,0.061369296,0.00313145,0.653665005,1,0.164854614,482.7579266,44.45885862,6.932366578,0.076942663,0.007076858,0.163903227,36.646043,0.067494001,1,1.188140925,20,122.8626457,1,1,4096,50,0.2,0.12,270
237,7,172,27,24,40.50427777,4.830892186,0.080883195,0.004060882,0.362857903,1,0.218879624,610.1666622,42.11470771,5.561301306,0.09925926,0.008212729,0.129542104,27.17873754,0.082668496,1,1.407775482,20,307.7656863,1,1,4096,50,0.4,0.12,270
238,8,166,34,25,49.64786497,5.282113559,0.096025768,0.005544716,0.198648837,1,0.229235812,692.4099677,51.2360339,6.0307371,0.109481338,0.008924197,0.107422977,22.68273026,0.108066046,1,1.282944552,20,507.18093,0,1,4096,50,0.6,0.12,270
239,9,155,31,25,44.91555517,4.864379638,0.085931334,0.004412572,0.330622619,1,0.191873654,592.5888038,46.14649541,5.259343294,0.09086187,0.005787284,0.215501361,21.61776593,0.18245753,1,0.921010435,20,484.3290683,1,1,4096,50,0.8,0.12,270
240,10,192,39,24,49.49797292,4.110760985,0.115101834,0.006202389,0.191420108,1,0.268113025,821.513827,51.08744909,4.620527575,0.121205743,0.007953747,0.131108464,15.87805006,0.170015561,1,1.271353614,20,676.1070592,0,1,4096,50,1,0.12,270
241,1,91,26,22,38.60888708,4.958075518,0.102281777,0.008056457,0.146887279,1,0.111279249,421.7528922,42.50367492,6.729014101,0.118195189,0.014065784,0.067167072,10.67603519,0.120811182,1,0.519347465,20,319.1454091,1,1,4096,50,0.2,0.18,135
242,2,77,33,20,64.76612301,9.434111889,0.088259945,0.008226398,0.095477919,1,0.084795495,393.4775132,67.26784076,11.03867843,0.101967229,0.011884324,0.058978309,19.64305648,0.129233818,1,0.360499676,20,352.4892319,0,1,4096,50,0.4,0.18,135
243,3,95,32,24,43.60216462,4.93739944,0.137552536,0.012710926,0.079019345,1,0.086800114,490.4601194,45.22403474,5.75489598,0.147630728,0.016488016,0.055993648,9.549423845,0.167525542,1,0.475118832,20,427.2257598,1,1,4096,50,0.6,0.18,135
244,4,90,34,23,50.00088115,6.549941979,0.152125014,0.018168127,0.047856033,1,0.077408779,490.3888903,48.16041737,6.233024976,0.165265726,0.020437725,0.042081006,63.1451859,0.109018536,1,0.505112934,20,459.8659017,0,1,4096,50,0.8,0.18,135
245,5,77,33,25,46.90629696,6.06085188,0.173516362,0.020730654,0.038208766,1,0.069392872,435.5987199,46.70218211,6.22835506,0.192817228,0.025480632,0.029632061,93.70627858,0.057800675,1,0.399663508,20,390.6576499,0,0,4096,50,1,0.18,135
246,6,202,27,24,34.92138036,3.540392588,0.101834776,0.005370257,0.285465256,1,0.229274853,743.7890791,37.41114637,4.471656467,0.120282303,0.010484328,0.106125946,16.54509813,0.094525024,1,1.040331725,20,404.6511534,1,1,4096,50,0.2,0.18,270
247,7,145,34,25,42.32088888,3.91866595,0.133348897,0.010259727,0.125016338,1,0.152711109,673.1697417,43.69176388,4.623045225,0.146605962,0.014143877,0.078032016,38.90119472,0.083091489,1,0.761970441,20,514.5475909,1,1,4096,50,0.4,0.18,270
248,8,116,32,24,40.08133445,3.907163311,0.13430915,0.01055487,0.118649731,1,0.131809684,558.5698728,40.01606447,4.021390485,0.146157697,0.012526397,0.087194978,74.07188702,0.082840803,1,0.577730175,20,469.2436241,0,1,4096,50,0.6,0.18,270
249,9,150,44,25,57.2196317,5.095418208,0.150286979,0.012044297,0.072648533,1,0.114523832,766.5640133,58.48736671,5.718811033,0.158699932,0.015108111,0.056496458,8.290427098,0.194968858,1,0.7747419,20,685.2370511,0,1,4096,50,0.8,0.18,270
250,10,175,36,25,42.76069048,3.394107246,0.149874729,0.011171016,0.107891011,1,0.205148598,816.3017615,42.41150242,3.378090705,0.156246149,0.012553976,0.093342526,25.41304978,0.184086657,1,1.043522735,20,742.0397567,0,1,4096,50,1,0.18,270
251,1,53,19,20,36.77903906,6.695120877,0.0727573,0.007935395,0.175046921,1,0.06884383,244.0332535,40.1069912,9.046039187,0.092229505,0.015059375,0.069599274,9.784207347,0.130278762,1,0.30797503,20,195.3025111,1,1,4096,50,0.2,0.12,135
252,2,81,26,24,41.30566852,5.838697801,0.099031006,0.009142218,0.127596146,1,0.072324411,386.6176988,42.11029139,6.421191457,0.111015824,0.012407179,0.081859357,32.85435476,0.109451135,1,0.461861376,20,331.3604751,1,1,4096,50,0.4,0.12,135
253,3,94,31,22,60.49735793,8.290737709,0.06888832,0.005077424,0.202697086,1,0.098892812,418.8751637,65.2470901,10.17280313,0.081341147,0.008387393,0.097986055,13.16148172,0.148789879,1,0.544093068,20,350.0951432,0,1,4096,50,0.6,0.12,135
254,4,90,27,23,50.78357019,7.315002138,0.072387928,0.005632123,0.19723552,1,0.092542191,394.9990508,53.24513772,8.246635516,0.080242279,0.007717257,0.119907011,21.72207007,0.144327714,1,0.456297298,20,336.5202113,0,1,4096,50,0.8,0.12,135
255,5,85,34,24,54.48885424,7.25847241,0.122359009,0.012135959,0.066614957,1,0.104296251,449.618331,53.83460461,7.534476527,0.136247584,0.01523086,0.050742113,30.97732909,0.121771957,1,0.598895621,20,413.2086859,1,0,4096,50,1,0.12,135
256,6,171,26,20,48.68683886,6.787801412,0.053929174,0.002704213,0.691814436,1,0.119353032,505.1297698,52.37892528,7.848875828,0.062531979,0.005045688,0.238382463,48.00185703,0.081619328,1,0.95963525,20,191.3891703,0,1,4096,50,0.2,0.12,270
257,7,253,34,25,49.50734485,5.055278651,0.080145987,0.003334561,0.451929474,1,0.226981918,831.2550284,50.41051841,5.567775767,0.098233103,0.00677817,0.163901527,38.03279586,0.080462245,1,1.427808468,20,406.0966862,1,1,4096,50,0.4,0.12,270
258,8,182,38,25,60.01381735,6.288920694,0.078671439,0.003758226,0.31226722,1,0.168027691,702.7893369,63.35153344,7.190056877,0.087657605,0.005713187,0.156697262,53.0187012,0.084156859,1,1.25256354,20,470.5768366,0,1,4096,50,0.6,0.12,270
259,9,235,37,24,51.38080391,4.853426333,0.093137741,0.004347877,0.287970641,1,0.242569979,880.9959503,53.78186847,5.49081048,0.097875107,0.005915443,0.180920991,34.56468152,0.119353427,1,1.467252942,20,638.694625,0,1,4096,50,0.8,0.12,270
260,10,158,33,25,50.97806212,5.716621944,0.087233979,0.004860698,0.224999481,1,0.157707469,649.4778786,50.48861082,5.914121425,0.09893706,0.007315481,0.141473953,21.45643628,0.142889487,1,0.979783042,20,515.9668885,1,1,4096,50,1,0.12,270
261,1,92,29,21,46.01564811,6.03456334,0.101575913,0.008545353,0.118088286,1,0.068776294,443.9704893,49.74420944,8.12428306,0.127683674,0.01677639,0.049107687,10.78525002,0.102753235,1,0.453487031,20,338.0260886,1,1,4096,50,0.2,0.18,135
262,2,68,25,21,40.75334561,6.128129703,0.112691471,0.011909253,0.079690101,1,0.084391169,352.0760496,40.0117643,6.639554008,0.138279755,0.019824359,0.047247692,6.92587953,0.176086052,1,0.322057494,20,318.096035,0,1,4096,50,0.4,0.18,135
263,3,75,29,24,50.67497232,7.471506688,0.09916128,0.009792264,0.094205971,1,0.107383331,379.1746545,50.41007787,7.900397254,0.109218527,0.012527488,0.071134273,10.09559554,0.219784983,1,0.388610633,20,352.5629571,1,1,4096,50,0.6,0.18,135
264,4,70,32,23,45.24850401,5.824827612,0.178122751,0.020347742,0.036460793,1,0.092832343,401.3954155,46.15547828,6.252429201,0.17941889,0.021998518,0.033129215,20.1297801,0.168464352,1,0.370938273,20,375.4315753,1,1,4096,50,0.8,0.18,135
265,5,64,33,22,57.06152581,9.332426635,0.148127474,0.019143438,0.034635864,1,0.060279874,364.3108112,56.76896224,9.317037551,0.163275049,0.030029387,0.027648246,0.898332938,0.755457269,1,0.370756121,20,352.478072,1,1,4096,50,1,0.18,135
266,6,153,29,22,41.13622723,4.548831887,0.089381157,0.004995855,0.309415317,1,0.136015356,585.2621977,44.06555408,5.688517491,0.105819116,0.009381637,0.115615012,33.96250966,0.074201981,1,0.837502352,20,311.5363609,1,1,4096,50,0.2,0.18,270
267,7,211,38,25,46.72441229,3.716571285,0.12320424,0.007004672,0.174880225,1,0.247937628,892.7058859,49.83558493,4.666087249,0.130095777,0.009564554,0.103611856,23.36087414,0.104131155,1,1.249807517,20,635.0611926,1,1,4096,50,0.4,0.18,270
268,8,127,33,22,46.08366526,5.01488735,0.119136446,0.009276434,0.11169396,1,0.128590405,604.3112297,45.07266645,5.133961531,0.13377401,0.01319178,0.081707741,11.57752981,0.191595379,1,0.702794127,20,539.3392978,0,1,4096,50,0.6,0.18,270
269,9,158,38,25,49.06118846,4.451268299,0.128906332,0.009051798,0.118610725,1,0.17631915,740.359481,50.15140421,4.933831618,0.137512452,0.011287203,0.085539181,21.57758863,0.1302821,1,0.955439421,20,619.0237286,1,1,4096,50,0.8,0.18,270
270,10,147,37,25,41.97105407,2.93238074,0.177027255,0.013758742,0.083923303,1,0.163227153,744.1637587,42.42621315,3.035518745,0.186301579,0.017286684,0.064843391,2.392793934,0.397826717,1,0.770524589,20,666.3380159,1,0,4096,50,1,0.18,270
271,1,40,12,13,23.97362472,5.330567355,0.058718523,0.006286638,0.320126128,1,0.063453058,163.9928126,27.33546854,8.803331535,0.101741072,0.023293425,0.0465717,17.58909735,0.061479011,1,0.247875591,20,97.8189887,1,1,4096,50,0.2,0.12,135
272,2,90,29,21,54.72508895,7.620839319,0.074903767,0.005422251,0.174212572,1,0.076752969,411.6586984,59.71174959,10.15636553,0.100425133,0.012275378,0.059841366,3.972872118,0.178712951,1,0.476132961,20,344.5510429,0,1,4096,50,0.4,0.12,135
273,3,88,27,24,44.88979336,6.195786219,0.090853864,0.007420807,0.144383879,1,0.080176759,409.6288832,43.66734914,6.836723053,0.121084737,0.014596435,0.06483163,7.449170348,0.150358577,1,0.440365926,20,336.8861954,0,1,4096,50,0.6,0.12,135
274,4,60,26,21,46.80730371,7.415441184,0.093122112,0.009669061,0.103782232,1,0.041658155,305.3335919,46.78061057,7.774299899,0.10123976,0.011912164,0.079798649,5.181482934,0.332999823,1,0.402586087,20,287.5010542,0,1,4096,50,0.8,0.12,135
275,5,101,37,23,55.75479608,6.628713461,0.123478102,0.010878213,0.077545445,1,0.064993231,519.2453804,55.77618162,6.760790537,0.128449976,0.013094553,0.067597887,3.658490154,0.39293046,1,0.522756251,20,486.9195591,0,0,4096,50,1,0.12,135
276,6,203,24,24,40.74860917,5.564425827,0.060191101,0.002421212,0.779738381,1,0.149927406,551.4171487,45.33739792,6.888280037,0.070394157,0.00563056,0.20441303,37.86405566,0.072581094,1,1.113645673,20,92.13028844,1,1,4096,50,0.2,0.12,270
277,7,168,27,24,40.66374074,4.897233297,0.081044131,0.004365073,0.351685845,1,0.160649264,601.9921934,41.4758771,5.391862819,0.097203715,0.007917974,0.146832864,37.00018459,0.085119326,1,0.964544872,20,357.4483632,1,1,4096,50,0.4,0.12,270
278,8,209,37,25,54.98763196,5.545404857,0.085897251,0.003927961,0.289555423,1,0.197082074,799.0518134,56.29018271,6.031748974,0.097272686,0.006140749,0.15385347,42.19938389,0.094770929,1,1.457939688,20,556.1121136,0,1,4096,50,0.6,0.12,270
279,9,146,33,25,43.81752239,4.364430074,0.107290697,0.006993078,0.200537732,1,0.134733665,620.1547761,45.29406533,4.947069339,0.11754977,0.009402158,0.119448628,40.44524645,0.095552684,1,0.799884526,20,466.0729384,1,1,4096,50,0.8,0.12,270
280,10,139,33,25,45.46438857,4.722205947,0.103889066,0.00682329,0.190777516,1,0.133248989,602.5669888,45.85340883,5.052910836,0.115677144,0.009259424,0.120137016,10.93141728,0.186013477,1,0.756123809,20,499.7062657,1,1,4096,50,1,0.12,270
281,1,102,28,24,38.99019131,4.666350629,0.118023479,0.010089551,0.116372628,1,0.124058827,486.4144881,42.7576044,6.094286402,0.125969341,0.014299916,0.068160502,11.06193482,0.132059793,1,0.520526846,20,386.6598102,1,1,4096,50,0.2,0.18,135
282,2,90,33,25,51.03749339,6.769656841,0.120625475,0.012568334,0.076622793,1,0.101484795,463.0201884,53.03574193,8.306047281,0.147098068,0.020189598,0.040572629,6.809167312,0.142971528,1,0.45558459,20,395.6308105,0,1,4096,50,0.4,0.18,135
283,3,81,32,23,48.46448822,6.319661881,0.135442057,0.013767977,0.059387343,1,0.102680973,436.175881,45.83039376,5.888367814,0.165523472,0.02355165,0.040643393,1.784929327,0.344090605,1,0.374937054,20,406.7842174,0,1,4096,50,0.6,0.18,135
284,4,115,35,24,43.96005712,4.471374671,0.182417632,0.021114821,0.049474516,1,0.101744362,614.835,40.69096599,3.393459695,0.23607306,0.034251297,0.034574059,4.652101379,0.231886893,1,0.522350999,20,555.5116649,0,0,4096,50,0.8,0.18,135
285,5,77,34,24,54.09486505,7.736564823,0.146106996,0.017720688,0.043193524,1,0.078702152,428.2753792,51.72057355,7.082145688,0.175755566,0.031618201,0.030608328,0.976846517,0.61544149,1,0.369464231,20,410.2124846,1,1,4096,50,1,0.18,135
286,6,163,25,21,33.97051111,3.805492387,0.095138926,0.005051046,0.294230641,1,0.182085971,612.17329,34.67931179,4.309331154,0.117259381,0.010217541,0.114143822,34.73730904,0.07019258,1,0.822022255,20,299.7340371,1,1,4096,50,0.2,0.18,270
287,7,136,42,24,56.22709135,5.429613158,0.13046228,0.010022378,0.098597744,1,0.118110085,676.0424124,57.39074354,6.022457662,0.14765719,0.013088849,0.062489427,15.49332996,0.126533974,1,0.710173269,20,565.4902602,0,1,4096,50,0.4,0.18,270
288,8,169,40,24,49.19727865,3.956191753,0.140666507,0.009472747,0.111232931,1,0.186203508,806.5203264,50.27574864,4.40553029,0.14834279,0.011679261,0.082653129,39.47290202,0.103164574,1,1.026695788,20,673.7849669,1,1,4096,50,0.6,0.18,270
289,9,191,41,25,47.72810575,3.362564532,0.146554349,0.009650399,0.129037204,1,0.220913565,881.9132679,48.75316864,3.878684093,0.163087873,0.01328053,0.079492687,10.30902017,0.156272173,1,1.013275226,20,718.308424,1,1,4096,50,0.8,0.18,270
290,10,127,38,25,46.32022662,3.895850084,0.15999284,0.012214485,0.0787449,1,0.143980296,654.9076041,45.2311625,3.670297407,0.170106957,0.01449197,0.070123276,7.371759981,0.296824821,1,0.683917701,20,592.2092625,0,1,4096,50,1,0.18,270
291,1,60,19,19,39.41607555,7.006440785,0.058769871,0.004967406,0.2709573,1,0.089960166,255.1579904,44.28724698,9.633024398,0.079274563,0.011524033,0.08243898,31.42518903,0.073764077,1,0.917894085,20,174.7057373,1,1,4096,50,0.2,0.12,135
292,2,94,29,24,48.58043683,6.475168863,0.082457639,0.006424604,0.196653417,1,0.10945725,417.379052,50.6839959,7.769877947,0.100454819,0.010928365,0.088281346,11.88206307,0.135901347,1,0.955857352,20,330.4484977,1,1,4096,50,0.4,0.12,135
293,3,87,29,22,50.4452735,6.897373654,0.086858331,0.007042627,0.142960432,1,0.091205855,411.1329776,52.15953793,7.773203678,0.095802972,0.009924033,0.093376442,5.946818844,0.251557201,1,1.13160458,20,368.2802265,0,1,4096,50,0.6,0.12,135
294,4,91,29,23,50.10461721,6.864524232,0.088472652,0.007216938,0.137859915,1,0.105021242,427.2861425,51.50665849,7.631143522,0.098812213,0.010006009,0.088540457,9.38079225,0.20015145,1,1.111607985,20,380.3237825,0,1,4096,50,0.8,0.12,135
295,5,87,33,25,58.43205716,7.953869316,0.097946173,0.008801842,0.094027172,1,0.115264873,440.0692787,58.08963751,8.539221009,0.109868001,0.012096741,0.068054737,11.12232421,0.203320036,1,0.796602356,20,407.4265465,1,1,4096,50,1,0.12,135
296,6,135,24,18,39.58855287,5.446719525,0.065995889,0.003704184,0.570602412,1,0.161530177,434.3944132,42.38943103,7.18321089,0.090838531,0.010841898,0.114088351,37.17005829,0.057377615,1,2.004371889,20,128.4310236,1,1,4096,50,0.2,0.12,270
297,7,172,31,19,50.20803839,5.958615979,0.070233044,0.003608425,0.463796063,1,0.166272453,589.2304533,50.37908832,6.366430307,0.086669195,0.006789984,0.178233607,42.40594402,0.085003605,1,1.706961866,20,325.9754466,0,1,4096,50,0.4,0.12,270
298,8,124,30,24,43.98734687,5.135982313,0.091309763,0.006187939,0.238447016,1,0.168533067,516.4258146,45.86973783,6.178702994,0.113631763,0.0111938,0.091168588,18.26585073,0.098734958,1,1.181607203,20,358.6615224,1,1,4096,50,0.6,0.12,270
299,9,179,33,25,43.46458034,4.196976579,0.108682455,0.006569154,0.198404538,1,0.256216184,740.981385,45.36144575,4.87172201,0.116927448,0.009025096,0.120852769,38.4595713,0.091840287,1,1.929999876,20,522.8734515,1,1,4096,50,0.8,0.12,270
300,10,195,34,25,49.54673183,5.137073056,0.086912314,0.004217781,0.304340387,1,0.224940411,730.5068847,50.93349956,5.630622678,0.096949389,0.006361701,0.164890996,25.21087252,0.126316407,1,1.735199447,20,536.3350861,0,1,4096,50,1,0.12,270
301,1,97,27,22,45.58074817,6.239571561,0.091792586,0.007016299,0.132434879,1,0.085246376,451.9805589,48.40755939,7.414702272,0.105941339,0.011089961,0.071311659,27.30717938,0.091566712,1,1.178055962,20,359.9899287,1,1,4096,50,0.2,0.18,135
302,2,74,28,22,48.92290817,7.301663207,0.103460817,0.010695425,0.083547821,1,0.097448512,379.9368719,51.83231783,9.86813744,0.13701636,0.022704268,0.035270537,5.071276619,0.140317039,1,0.625229196,20,322.8379062,0,1,4096,50,0.4,0.18,135
303,3,83,32,23,52.60541153,7.52802102,0.118434307,0.013257473,0.067909834,1,0.111169084,436.1563332,42.36291749,4.887970017,0.216556044,0.049557186,0.02743438,1.081179115,0.304928011,1,0.713912352,20,395.2547539,0,1,4096,50,0.6,0.18,135
304,4,90,35,23,53.33683082,6.774872241,0.12955191,0.012854432,0.065697112,1,0.080734424,476.2634251,51.93331157,6.612364176,0.145512003,0.017892331,0.050865505,2.252814788,0.350873994,1,0.838911978,20,441.5324916,1,1,4096,50,0.8,0.18,135
305,5,78,31,24,45.35510115,6.239500759,0.15553117,0.019026538,0.045945075,1,0.117764469,427.8696436,44.16096479,6.075528654,0.166274067,0.024083331,0.040741224,6.162379688,0.357274894,1,0.683314518,20,405.1257277,0,1,4096,50,1,0.18,135
306,6,102,21,20,30.59421644,4.152160953,0.093429312,0.006313091,0.223784558,1,0.119179543,420.4587753,31.99777461,5.411986611,0.129779201,0.018132832,0.062602524,10.94471108,0.089425521,1,1.491684139,20,258.8631752,1,1,4096,50,0.2,0.18,270
307,7,134,36,24,46.60324774,4.388076714,0.133695341,0.009898693,0.104407674,1,0.16827143,651.5012022,49.0441713,5.335737027,0.142159997,0.013250893,0.069614809,17.68127583,0.121948387,1,1.122464995,20,532.0556087,1,1,4096,50,0.4,0.18,270
308,8,171,34,25,37.30150951,2.320140506,0.177918201,0.013114147,0.101995858,1,0.213937787,818.6856547,37.38555143,2.447397176,0.187283357,0.01563664,0.079329856,50.64580612,0.103455158,1,1.694787693,20,697.72684,1,0,4096,50,0.6,0.18,270
309,9,162,40,25,46.32119601,3.34494762,0.169455817,0.012998457,0.08508181,1,0.187596734,808.1953283,44.90923889,2.90310954,0.194459111,0.018129673,0.064568017,4.047492384,0.291868757,1,1.496352212,20,703.3450633,0,0,4096,50,0.8,0.18,270
310,10,127,39,25,50.46410279,5.04258145,0.166836251,0.017076291,0.05588334,1,0.154663988,672.8766381,47.39695511,4.143218744,0.198194306,0.02441768,0.043824213,2.304212346,0.439444441,1,1.125758151,20,624.5666617,0,0,4096,50,1,0.18,270
311,1,72,15,16,26.7297323,4.940658807,0.064966171,0.005111162,0.382668393,1,0.088883479,263.9700426,32.32579212,8.233217881,0.090209241,0.016270866,0.069928689,9.863015127,0.083355581,1,1.207550335,20,127.138709,1,1,4096,50,0.2,0.12,135
